date,side,code,name,strategy,price,raw_open,shares,gross_amount,commission,stamp_tax,slippage_cost,total_cost,cash_after,pnl,pnl_pct,reason
2025-06-20,BUY,sh603986,兆易创新,ScenarioRouter,122.6223,122.61,700,85835.58,21.46,0.0,8.58,30.04,14142.96,0.0,0.0,红利低波轮动：20日动量 +4.29%，量比 1.30，现价 > MA20×0.98（¥115.666）
2025-06-25,SELL,sh603986,兆易创新,ScenarioRouter,124.9675,124.98,300,37490.25,9.37,18.75,3.75,31.87,51605.09,666.26,1.81,网格上沿止盈：现价位于区间 77% 位置，浮盈 +1.0%
2025-06-25,BUY,sh603986,兆易创新,ScenarioRouter,124.9925,124.98,300,37497.75,9.37,0.0,3.75,13.12,14097.97,0.0,0.0,红利低波轮动：20日动量 +6.79%，量比 1.11，现价 > MA20×0.98（¥116.351）
2025-06-26,SELL,sh603986,兆易创新,ScenarioRouter,125.1875,125.2,300,37556.24,9.39,18.78,3.76,31.92,51626.04,732.2,1.99,网格上沿止盈：现价位于区间 86% 位置，浮盈 +1.5%
2025-06-26,BUY,sh603986,兆易创新,ScenarioRouter,125.2125,125.2,300,37563.76,9.39,0.0,3.76,13.15,14052.9,0.0,0.0,红利低波轮动：20日动量 +11.16%，量比 1.13，现价 > MA20×0.98（¥116.969）
2025-06-30,SELL,sh603986,兆易创新,ScenarioRouter,128.3572,128.37,300,38507.15,9.63,19.25,3.85,32.73,52531.17,1208.23,3.24,网格上沿止盈：现价位于区间 91% 位置，浮盈 +1.3%
2025-06-30,BUY,sh603986,兆易创新,ScenarioRouter,128.3828,128.37,300,38514.85,9.63,0.0,3.85,13.48,14006.69,0.0,0.0,多因子综合 +0.63（8 因子）| Top3: M1 momentum 20d +0.20 / T2 ma alignment +0.10 / vol price sync +0.09
2025-07-07,SELL,sh603986,兆易创新,ScenarioRouter,118.9681,118.98,700,83277.67,20.82,41.64,8.33,70.79,97221.9,-5384.79,-6.08,20日动量转负（-3.72%），趋势走坏
2025-07-09,BUY,sh603986,兆易创新,ScenarioRouter,120.9221,120.91,700,84645.46,21.16,0.0,8.46,29.63,12555.27,0.0,0.0,红利低波轮动：20日动量 +1.93%，量比 1.15，现价 > MA20×0.98（¥119.460）
2025-07-11,SELL,sh603986,兆易创新,ScenarioRouter,117.8882,117.9,700,82521.75,20.63,41.26,8.25,70.14,95015.13,-2206.77,-2.61,20日动量转负（-1.58%），趋势走坏
2025-07-31,BUY,sh603986,兆易创新,ScenarioRouter,121.0121,121.0,700,84708.47,21.18,0.0,8.47,29.65,10285.48,0.0,0.0,红利低波轮动：20日动量 +2.49%，量比 2.28，现价 > MA20×0.98（¥116.291）
2025-08-04,SELL,sh603986,兆易创新,ScenarioRouter,116.2884,116.3,700,81401.86,20.35,40.7,8.14,69.19,91626.29,-3388.84,-4.0,20日动量转负（-1.30%），趋势走坏
2025-08-13,BUY,sh603986,兆易创新,ScenarioRouter,120.502,120.49,700,84351.43,21.09,0.0,8.43,29.52,7253.77,0.0,0.0,红利低波轮动：20日动量 +4.76%，量比 1.92，现价 > MA20×0.98（¥116.119）
2025-08-21,SELL,sh603986,兆易创新,ScenarioRouter,132.0768,132.09,300,39623.04,9.91,19.81,3.96,33.68,46847.09,3433.67,9.5,网格上沿止盈：现价位于区间 82% 位置，浮盈 +5.4%
2025-08-21,BUY,sh603986,兆易创新,ScenarioRouter,132.1032,132.09,300,39630.96,9.91,0.0,3.96,13.87,7206.22,0.0,0.0,多因子综合 +0.70（8 因子）| Top3: M1 momentum 20d +0.17 / T3 breakout 60d +0.10 / T2 ma alignment +0.10
2025-08-22,SELL,sh603986,兆易创新,ScenarioRouter,135.1065,135.12,300,40531.95,10.13,20.27,4.05,34.45,47707.77,4341.9,12.01,网格上沿止盈：现价位于区间 152% 位置，浮盈 +9.3%
2025-08-22,BUY,sh603986,兆易创新,ScenarioRouter,135.1335,135.12,300,40540.05,10.14,0.0,4.05,14.19,7157.58,0.0,0.0,多因子综合 +0.92（8 因子）| Top3: M1 momentum 20d +0.20 / M2 momentum 60d +0.15 / vol price sync +0.13
2025-08-25,SELL,sh603986,兆易创新,ScenarioRouter,158.9841,159.0,300,47695.23,11.92,23.85,4.77,40.54,54817.04,9178.99,23.85,网格上沿止盈：现价位于区间 148% 位置，浮盈 +14.5%
2025-08-25,BUY,sh603986,兆易创新,ScenarioRouter,159.0159,159.0,300,47704.77,11.93,0.0,4.77,16.7,7100.34,0.0,0.0,多因子综合 +0.91（8 因子）| Top3: M1 momentum 20d +0.20 / M2 momentum 60d +0.15 / T3 breakout 60d +0.13
2025-08-26,SELL,sh603986,兆易创新,ScenarioRouter,157.7842,157.8,300,47335.27,11.83,23.67,4.73,40.24,54400.1,7052.68,17.52,网格上沿止盈：现价位于区间 120% 位置，浮盈 +8.8%
2025-08-26,BUY,sh603986,兆易创新,ScenarioRouter,157.8158,157.8,300,47344.73,11.84,0.0,4.73,16.57,7043.53,0.0,0.0,红利低波轮动：20日动量 +31.22%，量比 1.58，现价 > MA20×0.98（¥122.378）
2025-08-28,SELL,sh603986,兆易创新,ScenarioRouter,160.9839,161.0,300,48295.17,12.07,24.15,4.83,41.05,55302.48,2931.09,6.47,网格上沿止盈：现价位于区间 90% 位置，浮盈 +2.3%
