date,equity,cash,position_value,shares
2025-06-18,100000.0,100000.0,0.0,0
2025-06-19,99921.37,93704.37,6217.0,100
2025-06-20,99880.02,93690.02,6190.0,100
2025-06-23,99940.71,93675.71,6265.0,100
2025-06-24,99986.32,93661.32,6325.0,100
2025-06-25,100096.9,93646.9,6450.0,100
2025-06-26,99063.6,9897.6,89166.0,1400
2025-06-27,99315.6,9897.6,89418.0,1400
2025-06-30,99561.32,99561.32,0.0,0
2025-07-01,99417.18,7689.18,91728.0,1400
2025-07-02,98563.18,7689.18,90874.0,1400
2025-07-03,98381.18,7689.18,90692.0,1400
2025-07-04,98402.01,98402.01,0.0,0
2025-07-07,98402.01,98402.01,0.0,0
2025-07-08,98402.01,98402.01,0.0,0
2025-07-09,98314.05,7048.05,91266.0,1400
2025-07-10,99196.05,7048.05,92148.0,1400
2025-07-11,99546.76,6992.76,92554.0,1400
2025-07-14,100205.31,6937.31,93268.0,1400
2025-07-15,99407.46,6881.46,92526.0,1400
2025-07-16,99799.46,6881.46,92918.0,1400
2025-07-17,101885.81,6825.81,95060.0,1400
2025-07-18,101478.77,6768.77,94710.0,1400
2025-07-21,101158.71,53859.71,47299.0,700
2025-07-22,100941.71,53859.71,47082.0,700
2025-07-23,101039.71,53859.71,47180.0,700
2025-07-24,101835.2,6663.2,95172.0,1400
2025-07-25,102165.74,54222.74,47943.0,700
2025-07-28,101970.18,6098.18,95872.0,1400
2025-07-29,105107.55,53867.55,51240.0,700
2025-07-30,103073.93,10019.93,93054.0,1300
2025-07-31,100421.93,10019.93,90402.0,1300
2025-08-01,103775.93,10019.93,93756.0,1300
2025-08-04,106142.35,9968.35,96174.0,1300
2025-08-05,106089.56,9915.56,96174.0,1300
2025-08-06,109831.69,9861.69,99970.0,1300
2025-08-07,109515.88,9805.88,99710.0,1300
2025-08-08,108810.67,9750.67,99060.0,1300
2025-08-11,107341.67,9750.67,97591.0,1300
2025-08-12,106717.67,9750.67,96967.0,1300
2025-08-13,107575.67,9750.67,97825.0,1300
2025-08-14,105391.67,9750.67,95641.0,1300
2025-08-15,110396.67,9750.67,100646.0,1300
2025-08-18,114786.51,9694.51,105092.0,1300
2025-08-19,116494.75,9634.75,106860.0,1300
2025-08-20,115993.69,9575.69,106418.0,1300
2025-08-21,114160.69,9575.69,104585.0,1300
2025-08-22,117059.69,9575.69,107484.0,1300
2025-08-25,115972.44,9515.44,106457.0,1300
2025-08-26,114984.44,9515.44,105469.0,1300
2025-08-27,116024.44,9515.44,106509.0,1300
2025-08-28,118091.44,9515.44,108576.0,1300
2025-08-29,115496.68,9455.68,106041.0,1300
