date,side,code,name,strategy,price,raw_open,shares,gross_amount,commission,stamp_tax,slippage_cost,total_cost,cash_after,pnl,pnl_pct,reason
2025-07-04,BUY,sz002371,北方华创,CrossBorderDca,327.0227,326.99,200,65404.54,16.35,0.0,6.54,22.89,34579.11,0.0,0.0,跨境定投：现价 ¥328.170 < MA60×0.95（¥413.564），RSI=25.4，量比=1.12
2025-08-22,SELL,sz002371,北方华创,CrossBorderDca,360.7639,360.8,200,72152.78,18.04,36.08,7.22,61.33,106677.78,6677.78,10.21,达到 +10% 止盈（当前 +10.4%）
2026-03-18,BUY,sz002371,北方华创,CrossBorderDca,453.7454,453.7,200,90749.07,22.69,0.0,9.07,31.76,15906.02,0.0,0.0,跨境定投：现价 ¥450.000 < MA60×0.95（¥452.749），RSI=28.1，量比=0.82
2026-04-28,SELL,sz002371,北方华创,CrossBorderDca,511.4888,511.54,200,102297.77,25.57,51.15,10.23,86.95,118127.06,11449.28,12.61,达到 +10% 止盈（当前 +13.7%）
