date,side,code,name,strategy,price,raw_open,shares,gross_amount,commission,stamp_tax,slippage_cost,total_cost,cash_after,pnl,pnl_pct,reason
2025-12-09,BUY,sz000034,神州数码,BuyHold,40.124,40.12,2300,92285.23,23.07,0.0,9.23,32.3,7691.7,0.0,0.0,低吸优化版：20 日跌幅 -12.0% + MA60 距离 -6.2% + RSI 28.6 + 3 日/20 日量比 0.56 + 当日反弹
2026-02-06,SELL,sz000034,神州数码,BuyHold,35.5964,35.6,2300,81871.81,20.47,40.94,8.19,69.59,89502.11,-10497.89,-11.37,触发 -10% 止损（当前 -10.4%）
2026-06-10,BUY,sz000034,神州数码,BuyHold,23.4023,23.4,3600,84248.42,21.06,0.0,8.42,29.49,5232.62,0.0,0.0,低吸优化版：20 日跌幅 -43.9% + MA60 距离 -31.2% + RSI 23.7 + 3 日/20 日量比 0.66 + 当日反弹
2026-06-18,SELL,sz000034,神州数码,BuyHold,26.5773,26.58,3600,95678.43,23.92,47.84,9.57,81.33,100839.3,11337.19,13.45,回测结束强平
