strategy,code,name,start_date,end_date,initial_capital,final_equity,total_return_pct,annual_return_pct,max_drawdown_pct,sharpe,win_rate_pct,trade_count,total_cost
MovingAverageCross,sh603986,兆易创新,2026-01-05,2026-06-18,100000.0,95015.11,-4.98,-11.07,-18.39,-0.608,33.33,6,249.87
RsiMeanReversion,sh603986,兆易创新,2026-01-05,2026-06-18,100000.0,100000.0,0.0,0.0,0.0,0.0,0.0,0,0.0
GridMartingale,sh603986,兆易创新,2026-01-05,2026-06-18,100000.0,100000.0,0.0,0.0,0.0,0.0,0.0,0,0.0
