date,side,code,name,price,raw_open,shares,gross_amount,commission,stamp_tax,total_cost,cash_after,pnl,reason
2025-06-19,BUY,sh600833,第一医药,12.7213,12.72,1400,17809.78,5.0,0.0,5.0,82185.22,0.0,RSI(14)=21.2<30 超卖，MA200 上方，ATR=0.41
2025-06-19,BUY,sz300963,中洲特材,24.6025,24.6,600,14761.48,5.0,0.0,5.0,67418.74,0.0,RSI(14)=27.6<30 超卖，MA200 上方，ATR=3.19
2025-06-19,BUY,sh603939,益丰药房,23.8224,23.82,500,11911.19,5.0,0.0,5.0,55502.55,0.0,RSI(14)=18.0<30 超卖，MA200 附近防守仓，ATR=0.74
2025-06-19,BUY,sz002155,湖南黄金,18.3618,18.36,500,9180.92,5.0,0.0,5.0,46316.63,0.0,RSI(14)=24.6<30 超卖，MA200 附近防守仓，ATR=1.01
2025-06-19,SELL,sh600833,第一医药,12.7187,12.72,1400,17806.22,5.0,8.9,13.9,64108.95,-22.46,回测结束强平
2025-06-19,SELL,sz300963,中洲特材,24.5975,24.6,600,14758.52,5.0,7.38,12.38,78855.1,-20.33,回测结束强平
2025-06-19,SELL,sh603939,益丰药房,23.8176,23.82,500,11908.81,5.0,5.95,10.95,90752.95,-18.34,回测结束强平
2025-06-19,SELL,sz002155,湖南黄金,18.3582,18.36,500,9179.08,5.0,4.59,9.59,99922.44,-16.43,回测结束强平
