board_code	board_name	board_type	stock_count	updated_at
BK1627	综合Ⅲ	sector	5	2026-06-20 11:17:47
BK1626	稀土	sector	4	2026-06-20 11:17:47
BK1625	钨	sector	4	2026-06-20 11:17:47
BK1624	其他小金属	sector	9	2026-06-20 11:17:47
BK1623	钼	sector	0	2026-06-20 11:17:47
BK1622	镍	sector	0	2026-06-20 11:17:47
BK1621	锂	sector	0	2026-06-20 11:17:47
BK1620	钴	sector	2	2026-06-20 11:17:47
BK1619	其他金属新材料	sector	13	2026-06-20 11:17:47
BK1618	磁性材料	sector	14	2026-06-20 11:17:47
BK1617	黄金	sector	1	2026-06-20 11:17:47
BK1616	白银	sector	0	2026-06-20 11:17:47
BK1615	铜	sector	9	2026-06-20 11:17:47
BK1614	铅锌	sector	7	2026-06-20 11:17:47
BK1613	铝	sector	7	2026-06-20 11:17:47
BK1612	农商行Ⅲ	sector	0	2026-06-20 11:17:47
BK1611	国有大型银行Ⅲ	sector	0	2026-06-20 11:17:47
BK1610	股份制银行Ⅲ	sector	0	2026-06-20 11:17:47
BK1609	城商行Ⅲ	sector	0	2026-06-20 11:17:47
BK1608	中药Ⅲ	sector	22	2026-06-20 11:17:47
BK1607	医药流通	sector	9	2026-06-20 11:17:47
BK1606	线下药店	sector	3	2026-06-20 11:17:47
BK1605	医疗设备	sector	13	2026-06-20 11:17:47
BK1604	医疗耗材	sector	30	2026-06-20 11:17:47
BK1603	体外诊断	sector	28	2026-06-20 11:17:47
BK1602	诊断服务	sector	5	2026-06-20 11:17:47
BK1601	医院	sector	6	2026-06-20 11:17:47
BK1600	医疗研发外包	sector	27	2026-06-20 11:17:47
BK1599	其他医疗服务	sector	2	2026-06-20 11:17:47
BK1598	疫苗	sector	8	2026-06-20 11:17:47
BK1597	血液制品	sector	1	2026-06-20 11:17:47
BK1596	其他生物制品	sector	31	2026-06-20 11:17:47
BK1595	原料药	sector	22	2026-06-20 11:17:47
BK1594	化学制剂	sector	68	2026-06-20 11:17:47
BK1593	通信终端及配件	sector	11	2026-06-20 11:17:47
BK1592	通信线缆及配套	sector	8	2026-06-20 11:17:47
BK1591	通信网络设备及器件	sector	26	2026-06-20 11:17:47
BK1590	其他通信设备	sector	8	2026-06-20 11:17:47
BK1589	通信应用增值服务	sector	14	2026-06-20 11:17:47
BK1588	通信工程及服务	sector	11	2026-06-20 11:17:47
BK1587	电信运营商	sector	0	2026-06-20 11:17:47
BK1586	软饮料	sector	2	2026-06-20 11:17:47
BK1585	乳品	sector	2	2026-06-20 11:17:47
BK1584	熟食	sector	2	2026-06-20 11:17:47
BK1583	零食	sector	0	2026-06-20 11:17:47
BK1582	烘焙食品	sector	0	2026-06-20 11:17:47
BK1581	预加工食品	sector	4	2026-06-20 11:17:47
BK1580	肉制品	sector	3	2026-06-20 11:17:47
BK1579	保健品	sector	3	2026-06-20 11:17:47
BK1578	其他酒类	sector	1	2026-06-20 11:17:47
BK1577	啤酒	sector	1	2026-06-20 11:17:47
BK1576	调味发酵品Ⅲ	sector	4	2026-06-20 11:17:47
BK1575	白酒Ⅲ	sector	6	2026-06-20 11:17:47
BK1574	油气开采Ⅲ	sector	1	2026-06-20 11:17:47
BK1573	油田服务	sector	0	2026-06-20 11:17:47
BK1572	油气及炼化工程	sector	3	2026-06-20 11:17:47
BK1571	油品石化贸易	sector	2	2026-06-20 11:17:47
BK1570	其他石化	sector	4	2026-06-20 11:17:47
BK1569	炼油化工	sector	1	2026-06-20 11:17:47
BK1568	人力资源服务	sector	0	2026-06-20 11:17:47
BK1567	其他专业服务	sector	0	2026-06-20 11:17:47
BK1566	检测服务	sector	10	2026-06-20 11:17:47
BK1565	会展服务	sector	2	2026-06-20 11:17:47
BK1564	体育Ⅲ	sector	1	2026-06-20 11:17:47
BK1563	自然景区	sector	6	2026-06-20 11:17:47
BK1562	人工景区	sector	0	2026-06-20 11:17:47
BK1561	旅游综合	sector	1	2026-06-20 11:17:47
BK1560	酒店	sector	1	2026-06-20 11:17:47
BK1559	餐饮	sector	0	2026-06-20 11:17:47
BK1558	学历教育	sector	0	2026-06-20 11:17:47
BK1557	培训教育	sector	2	2026-06-20 11:17:47
BK1556	教育运营及其他	sector	0	2026-06-20 11:17:47
BK1555	专业连锁Ⅲ	sector	0	2026-06-20 11:17:47
BK1554	商业物业经营	sector	4	2026-06-20 11:17:47
BK1553	多业态零售	sector	3	2026-06-20 11:17:47
BK1552	超市	sector	1	2026-06-20 11:17:47
BK1551	百货	sector	3	2026-06-20 11:17:47
BK1550	贸易Ⅲ	sector	3	2026-06-20 11:17:47
BK1549	旅游零售Ⅲ	sector	0	2026-06-20 11:17:47
BK1548	综合电商	sector	0	2026-06-20 11:17:47
BK1547	跨境电商	sector	3	2026-06-20 11:17:47
BK1546	电商服务	sector	3	2026-06-20 11:17:47
BK1545	特种纸	sector	2	2026-06-20 11:17:47
BK1544	大宗用纸	sector	0	2026-06-20 11:17:47
BK1543	娱乐用品	sector	4	2026-06-20 11:17:47
BK1542	文化用品	sector	0	2026-06-20 11:17:47
BK1541	卫浴制品	sector	3	2026-06-20 11:17:47
BK1540	其他家居用品	sector	5	2026-06-20 11:17:47
BK1539	定制家居	sector	5	2026-06-20 11:17:47
BK1538	瓷砖地板	sector	5	2026-06-20 11:17:47
BK1537	成品家居	sector	5	2026-06-20 11:17:47
BK1536	综合包装	sector	2	2026-06-20 11:17:47
BK1535	纸包装	sector	8	2026-06-20 11:17:47
BK1534	印刷	sector	2	2026-06-20 11:17:47
BK1533	塑料包装	sector	1	2026-06-20 11:17:47
BK1532	金属包装	sector	4	2026-06-20 11:17:47
BK1531	商用载客车	sector	0	2026-06-20 11:17:47
BK1530	商用载货车	sector	3	2026-06-20 11:17:47
BK1529	汽车电子电气系统	sector	19	2026-06-20 11:17:47
BK1528	其他汽车零部件	sector	25	2026-06-20 11:17:47
BK1527	轮胎轮毂	sector	3	2026-06-20 11:17:47
BK1526	底盘与发动机系统	sector	41	2026-06-20 11:17:47
BK1525	车身附件及饰件	sector	13	2026-06-20 11:17:47
BK1524	汽车综合服务	sector	1	2026-06-20 11:17:47
BK1523	汽车经销商	sector	2	2026-06-20 11:17:47
BK1522	其他运输设备	sector	1	2026-06-20 11:17:47
BK1521	摩托车	sector	4	2026-06-20 11:17:47
BK1520	综合乘用车	sector	3	2026-06-20 11:17:47
BK1519	电动乘用车	sector	1	2026-06-20 11:17:47
BK1518	种子	sector	3	2026-06-20 11:17:47
BK1517	食用菌	sector	0	2026-06-20 11:17:47
BK1516	其他种植业	sector	1	2026-06-20 11:17:47
BK1515	粮食种植	sector	0	2026-06-20 11:17:47
BK1514	水产养殖	sector	0	2026-06-20 11:17:47
BK1513	海洋捕捞	sector	0	2026-06-20 11:17:47
BK1512	生猪养殖	sector	0	2026-06-20 11:17:47
BK1511	肉鸡养殖	sector	1	2026-06-20 11:17:47
BK1510	其他养殖	sector	0	2026-06-20 11:17:47
BK1509	水产饲料	sector	2	2026-06-20 11:17:47
BK1508	畜禽饲料	sector	0	2026-06-20 11:17:47
BK1507	宠物食品	sector	0	2026-06-20 11:17:47
BK1506	农业综合Ⅲ	sector	0	2026-06-20 11:17:47
BK1505	其他农产品加工	sector	4	2026-06-20 11:17:47
BK1504	粮油加工	sector	3	2026-06-20 11:17:47
BK1503	果蔬加工	sector	1	2026-06-20 11:17:47
BK1502	林业Ⅲ	sector	0	2026-06-20 11:17:47
BK1501	动物保健Ⅲ	sector	5	2026-06-20 11:17:47
BK1500	医美耗材	sector	1	2026-06-20 11:17:47
BK1499	医美服务	sector	1	2026-06-20 11:17:47
BK1498	品牌化妆品	sector	3	2026-06-20 11:17:47
BK1497	化妆品制造及其他	sector	0	2026-06-20 11:17:47
BK1496	洗护用品	sector	2	2026-06-20 11:17:47
BK1495	生活用纸	sector	5	2026-06-20 11:17:47
BK1494	焦煤	sector	1	2026-06-20 11:17:47
BK1493	动力煤	sector	1	2026-06-20 11:17:47
BK1492	焦炭Ⅲ	sector	0	2026-06-20 11:17:47
BK1491	端到端供应链服务	sector	3	2026-06-20 11:17:47
BK1490	原材料供应链服务	sector	3	2026-06-20 11:17:47
BK1489	快递	sector	0	2026-06-20 11:17:47
BK1488	跨境物流	sector	2	2026-06-20 11:17:47
BK1487	公路货运	sector	2	2026-06-20 11:17:47
BK1486	仓储物流	sector	1	2026-06-20 11:17:47
BK1485	铁路运输	sector	2	2026-06-20 11:17:47
BK1484	公交	sector	2	2026-06-20 11:17:47
BK1483	高速公路	sector	5	2026-06-20 11:17:47
BK1482	航运	sector	4	2026-06-20 11:17:47
BK1481	港口	sector	0	2026-06-20 11:17:47
BK1480	机场	sector	0	2026-06-20 11:17:47
BK1479	航空运输	sector	0	2026-06-20 11:17:47
BK1478	装修装饰Ⅲ	sector	9	2026-06-20 11:17:47
BK1477	其他专业工程	sector	5	2026-06-20 11:17:47
BK1476	化学工程	sector	3	2026-06-20 11:17:47
BK1475	国际工程	sector	0	2026-06-20 11:17:47
BK1474	钢结构	sector	3	2026-06-20 11:17:47
BK1473	园林工程	sector	5	2026-06-20 11:17:47
BK1472	基建市政工程	sector	5	2026-06-20 11:17:47
BK1471	工程咨询服务Ⅲ	sector	10	2026-06-20 11:17:47
BK1470	房屋建设Ⅲ	sector	1	2026-06-20 11:17:47
BK1469	涂料	sector	0	2026-06-20 11:17:47
BK1468	其他建材Ⅲ	sector	4	2026-06-20 11:17:47
BK1467	耐火材料	sector	4	2026-06-20 11:17:47
BK1466	管材	sector	1	2026-06-20 11:17:47
BK1465	防水材料	sector	0	2026-06-20 11:17:47
BK1464	水泥制造	sector	3	2026-06-20 11:17:47
BK1463	水泥制品	sector	3	2026-06-20 11:17:47
BK1462	玻纤制造	sector	1	2026-06-20 11:17:47
BK1461	玻璃制造	sector	1	2026-06-20 11:17:47
BK1460	照明设备Ⅲ	sector	5	2026-06-20 11:17:47
BK1459	清洁小家电	sector	4	2026-06-20 11:17:47
BK1458	个护小家电	sector	2	2026-06-20 11:17:47
BK1457	厨房小家电	sector	1	2026-06-20 11:17:47
BK1456	其他家电Ⅲ	sector	1	2026-06-20 11:17:47
BK1455	家电零部件Ⅲ	sector	11	2026-06-20 11:17:47
BK1454	其他黑色家电	sector	3	2026-06-20 11:17:47
BK1453	彩电	sector	2	2026-06-20 11:17:47
BK1452	卫浴电器	sector	0	2026-06-20 11:17:47
BK1451	厨房电器	sector	1	2026-06-20 11:17:47
BK1450	空调	sector	0	2026-06-20 11:17:47
BK1449	冰洗	sector	1	2026-06-20 11:17:47
BK1448	横向通用软件	sector	20	2026-06-20 11:17:47
BK1447	垂直应用软件	sector	39	2026-06-20 11:17:47
BK1446	其他计算机设备	sector	23	2026-06-20 11:17:47
BK1445	安防设备	sector	15	2026-06-20 11:17:47
BK1444	IT服务Ⅲ	sector	60	2026-06-20 11:17:47
BK1443	橡胶助剂	sector	0	2026-06-20 11:17:47
BK1442	炭黑	sector	3	2026-06-20 11:17:47
BK1441	其他橡胶制品	sector	4	2026-06-20 11:17:47
BK1440	其他塑料制品	sector	5	2026-06-20 11:17:47
BK1439	膜材料	sector	9	2026-06-20 11:17:47
BK1438	合成树脂	sector	2	2026-06-20 11:17:47
BK1437	改性塑料	sector	13	2026-06-20 11:17:47
BK1436	农药	sector	3	2026-06-20 11:17:47
BK1435	磷肥及磷化工	sector	1	2026-06-20 11:17:47
BK1434	钾肥	sector	0	2026-06-20 11:17:47
BK1433	复合肥	sector	0	2026-06-20 11:17:47
BK1432	氮肥	sector	0	2026-06-20 11:17:47
BK1431	有机硅	sector	1	2026-06-20 11:17:47
BK1430	涂料油墨	sector	7	2026-06-20 11:17:47
BK1429	食品及饲料添加剂	sector	5	2026-06-20 11:17:47
BK1428	其他化学制品	sector	22	2026-06-20 11:17:47
BK1427	民爆制品	sector	6	2026-06-20 11:17:47
BK1426	聚氨酯	sector	2	2026-06-20 11:17:47
BK1425	胶黏剂及胶带	sector	3	2026-06-20 11:17:47
BK1424	氟化工	sector	3	2026-06-20 11:17:47
BK1423	纺织化学制品	sector	3	2026-06-20 11:17:47
BK1422	无机盐	sector	2	2026-06-20 11:17:47
BK1421	钛白粉	sector	2	2026-06-20 11:17:47
BK1420	其他化学原料	sector	1	2026-06-20 11:17:47
BK1419	煤化工	sector	3	2026-06-20 11:17:47
BK1418	氯碱	sector	2	2026-06-20 11:17:47
BK1417	纯碱	sector	0	2026-06-20 11:17:47
BK1416	粘胶	sector	0	2026-06-20 11:17:47
BK1415	其他化学纤维	sector	1	2026-06-20 11:17:47
BK1414	锦纶	sector	0	2026-06-20 11:17:47
BK1413	涤纶	sector	2	2026-06-20 11:17:47
BK1412	氨纶	sector	0	2026-06-20 11:17:47
BK1411	非金属材料Ⅲ	sector	8	2026-06-20 11:17:47
BK1410	其他自动化设备	sector	21	2026-06-20 11:17:47
BK1409	激光设备	sector	6	2026-06-20 11:17:47
BK1408	机器人	sector	18	2026-06-20 11:17:47
BK1407	工控设备	sector	16	2026-06-20 11:17:47
BK1406	印刷包装机械	sector	3	2026-06-20 11:17:47
BK1405	其他专用设备	sector	47	2026-06-20 11:17:47
BK1404	农用机械	sector	1	2026-06-20 11:17:47
BK1403	能源及重型设备	sector	28	2026-06-20 11:17:47
BK1402	楼宇设备	sector	8	2026-06-20 11:17:47
BK1401	纺织服装设备	sector	5	2026-06-20 11:17:47
BK1400	制冷空调设备	sector	12	2026-06-20 11:17:47
BK1398	其他通用设备	sector	24	2026-06-20 11:17:47
BK1397	磨具磨料	sector	11	2026-06-20 11:17:47
BK1396	金属制品	sector	44	2026-06-20 11:17:47
BK1395	机床工具	sector	17	2026-06-20 11:17:47
BK1394	轨交设备Ⅲ	sector	8	2026-06-20 11:17:47
BK1393	工程机械整机	sector	4	2026-06-20 11:17:47
BK1392	工程机械器件	sector	5	2026-06-20 11:17:47
BK1391	综合环境治理	sector	4	2026-06-20 11:17:47
BK1390	水务及水治理	sector	14	2026-06-20 11:17:47
BK1389	固废治理	sector	8	2026-06-20 11:17:47
BK1388	大气治理	sector	6	2026-06-20 11:17:47
BK1387	环保设备Ⅲ	sector	8	2026-06-20 11:17:47
BK1386	军工电子Ⅲ	sector	28	2026-06-20 11:17:47
BK1385	航天装备Ⅲ	sector	4	2026-06-20 11:17:47
BK1384	航空装备Ⅲ	sector	23	2026-06-20 11:17:47
BK1383	航海装备Ⅲ	sector	0	2026-06-20 11:17:47
BK1382	地面兵装Ⅲ	sector	3	2026-06-20 11:17:47
BK1381	燃气Ⅲ	sector	8	2026-06-20 11:17:47
BK1380	水力发电	sector	0	2026-06-20 11:17:47
BK1379	热力服务	sector	4	2026-06-20 11:17:47
BK1378	其他能源发电	sector	0	2026-06-20 11:17:47
BK1377	火力发电	sector	0	2026-06-20 11:17:47
BK1376	核力发电	sector	0	2026-06-20 11:17:47
BK1375	光伏发电	sector	2	2026-06-20 11:17:47
BK1374	风力发电	sector	0	2026-06-20 11:17:47
BK1373	电能综合服务	sector	1	2026-06-20 11:17:47
BK1372	冶钢辅料	sector	1	2026-06-20 11:17:47
BK1371	铁矿石	sector	1	2026-06-20 11:17:47
BK1370	特钢Ⅲ	sector	8	2026-06-20 11:17:47
BK1369	长材	sector	0	2026-06-20 11:17:47
BK1368	钢铁管材	sector	2	2026-06-20 11:17:47
BK1367	板材	sector	7	2026-06-20 11:17:47
BK1366	证券Ⅲ	sector	1	2026-06-20 11:17:47
BK1365	租赁	sector	0	2026-06-20 11:17:47
BK1364	资产管理	sector	0	2026-06-20 11:17:47
BK1363	信托	sector	1	2026-06-20 11:17:47
BK1361	期货	sector	0	2026-06-20 11:17:47
BK1360	金融信息服务	sector	0	2026-06-20 11:17:47
BK1359	金融控股	sector	2	2026-06-20 11:17:47
BK1358	保险Ⅲ	sector	0	2026-06-20 11:17:47
BK1357	钟表珠宝	sector	2	2026-06-20 11:17:47
BK1356	其他饰品	sector	1	2026-06-20 11:17:47
BK1355	运动服装	sector	1	2026-06-20 11:17:47
BK1354	鞋帽及其他	sector	4	2026-06-20 11:17:47
BK1353	家纺	sector	3	2026-06-20 11:17:47
BK1352	非运动服装	sector	11	2026-06-20 11:17:47
BK1351	印染	sector	1	2026-06-20 11:17:47
BK1350	其他纺织	sector	5	2026-06-20 11:17:47
BK1349	棉纺	sector	4	2026-06-20 11:17:47
BK1348	辅料	sector	2	2026-06-20 11:17:47
BK1347	纺织鞋类制造	sector	0	2026-06-20 11:17:47
BK1346	住宅开发	sector	17	2026-06-20 11:17:47
BK1345	商业地产	sector	3	2026-06-20 11:17:47
BK1344	产业地产	sector	7	2026-06-20 11:17:47
BK1343	物业管理	sector	0	2026-06-20 11:17:47
BK1342	房地产综合服务	sector	0	2026-06-20 11:17:47
BK1341	房产租赁经纪	sector	0	2026-06-20 11:17:47
BK1340	印制电路板	sector	30	2026-06-20 11:17:47
BK1339	被动元件	sector	12	2026-06-20 11:17:47
BK1338	消费电子零部件及组装	sector	49	2026-06-20 11:17:47
BK1337	品牌消费电子	sector	5	2026-06-20 11:17:47
BK1336	其他电子Ⅲ	sector	21	2026-06-20 11:17:47
BK1335	面板	sector	7	2026-06-20 11:17:47
BK1334	光学元件	sector	10	2026-06-20 11:17:47
BK1333	LED	sector	7	2026-06-20 11:17:47
BK1332	电子化学品Ⅲ	sector	16	2026-06-20 11:17:47
BK1331	数字芯片设计	sector	44	2026-06-20 11:17:47
BK1330	模拟芯片设计	sector	24	2026-06-20 11:17:47
BK1329	集成电路制造	sector	7	2026-06-20 11:17:47
BK1328	集成电路封测	sector	10	2026-06-20 11:17:47
BK1327	分立器件	sector	12	2026-06-20 11:17:47
BK1326	半导体设备	sector	17	2026-06-20 11:17:47
BK1325	半导体材料	sector	18	2026-06-20 11:17:47
