code	name	market	market_name	sectors	sector_codes	concepts	concept_codes	updated_at
sh601330	绿色动力	sh_main	上证主板	固废治理|环境治理|环保	BK1389|BK1235|BK0728	小盘价值|小盘股|生物质能发电|绿色电力|医废处理|标准普尔|垃圾分类|PPP模式|沪股通|央国企改革|机构重仓|深圳特区|转债标的|AH股|节能环保	BK1668|BK1643|BK1098|BK1024|BK0914|BK0879|BK0873|BK0721|BK0707|BK0683|BK0552|BK0549|BK0528|BK0499|BK0494	2026-06-20 11:26:42
sh601333	广深铁路	sh_main	上证主板	铁路运输|交通运输|铁路公路	BK1485|BK1210|BK0421	小盘股|长期破净|破净股|标准普尔|富时罗素|沪股通|央国企改革|粤港自贸|融资融券|铁路基建|深圳特区|AH股	BK1643|BK1635|BK1112|BK0879|BK0867|BK0707|BK0683|BK0677|BK0596|BK0592|BK0549|BK0499	2026-06-20 11:26:42
sh601336	新华保险	sh_main	上证主板	保险Ⅲ|非银金融|保险Ⅱ	BK1358|BK1203|BK0474	金融地产风格|大盘股|周期股|2025三季报预增|蚂蚁概念|标准普尔|富时罗素|MSCI中国|证金持股|沪股通|养老概念|上证180_|融资融券|HS300_|AH股	BK1714|BK1663|BK1639|BK1198|BK0937|BK0879|BK0867|BK0821|BK0718|BK0707|BK0653|BK0612|BK0596|BK0500|BK0499	2026-06-20 11:26:42
sh601339	XD百隆东	sh_main	上证主板	棉纺|纺织制造|纺织服饰	BK1349|BK1224|BK0436	2025年报预增|红利股|价值股|贬值受益|沪股通|融资融券|参股银行	BK1677|BK1641|BK1640|BK0812|BK0707|BK0596|BK0525	2026-06-20 11:26:42
sh601360	三六零	sh_main	上证主板	横向通用软件|计算机|软件开发	BK1448|BK1207|BK0737	科技风格|2025年报扭亏|破增发价股|大盘股|消费电子概念|AI应用|多模态AI|ChatGPT概念|信创|虚拟数字人|EDR概念|数据安全|车联网(车路云)|新能源车|标准普尔|富时罗素|区块链|MSCI中国|AI智能体|人工智能|沪股通|国产软件|安防概念|网络安全|智能穿戴|大数据|上证180_|融资融券|云计算|物联网|参股银行|网络游戏|HS300_	BK1713|BK1679|BK1673|BK1663|BK1646|BK1629|BK1153|BK1126|BK1104|BK1055|BK1049|BK1047|BK0920|BK0900|BK0879|BK0867|BK0830|BK0821|BK0809|BK0800|BK0707|BK0696|BK0667|BK0655|BK0641|BK0634|BK0612|BK0596|BK0579|BK0554|BK0525|BK0509|BK0500	2026-06-20 11:26:42
sh601366	利群股份	sh_main	上证主板	多业态零售|商贸零售|一般零售	BK1553|BK1213|BK0482	破发股|破净股|预制菜概念|内贸流通|社区团购|新零售|电商概念	BK1672|BK1112|BK1025|BK1001|BK0965|BK0825|BK0665	2026-06-20 11:26:42
sh601368	绿城水务	sh_main	上证主板	水务及水治理|环境治理|环保	BK1390|BK1235|BK0728	破增发价股|破发股|破净股|新型城镇化|海绵城市|央国企改革|西部大开发|节能环保	BK1673|BK1672|BK1112|BK1080|BK0724|BK0683|BK0590|BK0494	2026-06-20 11:26:42
sh601369	陕鼓动力	sh_main	上证主板	能源及重型设备|机械设备|专用设备	BK1403|BK1205|BK0910	小盘价值|小盘股|储能概念|工业气体|氢能源|一带一路|沪股通|央国企改革|融资融券|西部大开发|核能核电|节能环保|煤化工概念	BK1668|BK1643|BK0989|BK0981|BK0864|BK0712|BK0707|BK0683|BK0596|BK0590|BK0577|BK0494|BK0492	2026-06-20 11:26:42
sh601375	中原证券	sh_main	上证主板	证券Ⅲ|非银金融|证券Ⅱ	BK1366|BK1203|BK0473	2025年报预增|小盘成长|小盘股|化债(AMC)概念|标准普尔|富时罗素|券商概念|沪股通|央国企改革|互联网金融|融资融券|AH股	BK1677|BK1667|BK1643|BK0980|BK0879|BK0867|BK0711|BK0707|BK0683|BK0637|BK0596|BK0499	2026-06-20 11:26:42
sh601377	兴业证券	sh_main	上证主板	证券Ⅲ|非银金融|证券Ⅱ	BK1366|BK1203|BK0473	金融地产风格|中盘股|周期股|破净股|科创板做市商|碳交易|标准普尔|富时罗素|MSCI中国|券商概念|沪股通|IPO受益|央国企改革|互联网金融|上证180_|参股新三板|融资融券|HS300_	BK1714|BK1664|BK1639|BK1112|BK1107|BK0966|BK0879|BK0867|BK0821|BK0711|BK0707|BK0697|BK0683|BK0637|BK0612|BK0600|BK0596|BK0500	2026-06-20 11:26:42
sh601388	怡球资源	sh_main	上证主板	铝|工业金属|有色金属	BK1613|BK1287|BK0478	2025年报预增|汽车拆解|沪股通|融资融券|节能环保	BK1677|BK0943|BK0707|BK0596|BK0494	2026-06-20 11:26:42
sh601390	中国中铁	sh_main	上证主板	基建市政工程|基础建设|建筑装饰	BK1472|BK1247|BK1209	破增发价股|大盘价值|大盘股|行业龙头|长期破净|中特估|破净股|工程机械概念|化债(AMC)概念|磁悬浮概念|装配建筑|标准普尔|富时罗素|MSCI中国|PPP模式|证金持股|一带一路|沪股通|小金属概念|央国企改革|上证180_|水利建设|融资融券|铁路基建|参股券商|中字头|HS300_|AH股|工程建设	BK1673|BK1666|BK1663|BK1661|BK1635|BK1139|BK1112|BK0991|BK0980|BK0975|BK0945|BK0879|BK0867|BK0821|BK0721|BK0718|BK0712|BK0707|BK0695|BK0683|BK0612|BK0597|BK0596|BK0592|BK0514|BK0505|BK0500|BK0499|BK0425	2026-06-20 11:26:42
sh601398	工商银行	sh_main	上证主板	国有大型银行Ⅲ|银行|银行Ⅱ	BK1611|BK1283|BK0475	金融地产风格|大盘价值|大盘股|权重股|行业龙头|红利股|红利破净股|长期破净|中特估|破净股|跨境支付|标准普尔|富时罗素|区块链|MSCI中国|证金持股|一带一路|沪股通|央国企改革|互联网金融|上证180_|上证50_|央视50_|参股保险|融资融券|机构重仓|参股银行|HS300_|AH股	BK1714|BK1666|BK1663|BK1662|BK1661|BK1641|BK1636|BK1635|BK1139|BK1112|BK1071|BK0879|BK0867|BK0830|BK0821|BK0718|BK0712|BK0707|BK0683|BK0637|BK0612|BK0611|BK0610|BK0604|BK0596|BK0552|BK0525|BK0500|BK0499	2026-06-20 11:26:42
sh601399	国机重装	sh_main	上证主板	能源及重型设备|机械设备|专用设备	BK1403|BK1205|BK0910	破增发价股|中盘股|可控核聚变|超超临界发电|工业母机|抽水蓄能|储能概念|氢能源|大飞机|一带一路|沪股通|上证380|中证500|央国企改革|融资融券|风能|西部大开发|核能核电|机构重仓	BK1673|BK1664|BK1163|BK1087|BK1004|BK1003|BK0989|BK0864|BK0814|BK0712|BK0707|BK0705|BK0701|BK0683|BK0596|BK0595|BK0590|BK0577|BK0552	2026-06-20 11:26:42
sh601456	国联民生	sh_main	上证主板	证券Ⅲ|非银金融|证券Ⅱ	BK1366|BK1203|BK0473	金融地产风格|2025年报预增|破增发价股|中盘成长|中盘股|并购重组概念|MSCI中国|券商概念|沪股通|上证380|央国企改革|互联网金融|融资融券|机构重仓|HS300_|AH股	BK1714|BK1677|BK1673|BK1669|BK1664|BK1181|BK0821|BK0711|BK0707|BK0705|BK0683|BK0637|BK0596|BK0552|BK0500|BK0499	2026-06-20 11:26:42
sh601500	通用股份	sh_main	上证主板	轮胎轮毂|汽车|汽车零部件	BK1527|BK1211|BK0481	一带一路|沪股通|央国企改革|参股新三板|融资融券|新材料	BK0712|BK0707|BK0683|BK0600|BK0596|BK0523	2026-06-20 11:26:42
sh601512	中新集团	sh_main	上证主板	产业地产|房地产|房地产开发	BK1344|BK1202|BK0451	2025年报预增|小盘价值|小盘股|破净股|沪股通|充电桩|央国企改革|光伏概念|参股券商|创投|节能环保	BK1677|BK1668|BK1643|BK1112|BK0707|BK0700|BK0683|BK0588|BK0514|BK0506|BK0494	2026-06-20 11:26:42
sh601515	衢州东峰	sh_main	上证主板	纸包装|包装印刷|轻工制造	BK1535|BK1265|BK1212	电池技术|复合集流体|钠离子电池|固态电池|电子烟|包装材料|沪股通|央国企改革|医疗器械概念|融资融券|锂电池概念|创投	BK1648|BK1113|BK0988|BK0968|BK0865|BK0733|BK0707|BK0683|BK0668|BK0596|BK0574|BK0506	2026-06-20 11:26:42
sh601518	吉林高速	sh_main	上证主板	高速公路|交通运输|铁路公路	BK1483|BK1210|BK0421	破净股|低价股|东北振兴|沪股通|央国企改革	BK1112|BK1053|BK0838|BK0707|BK0683	2026-06-20 11:26:42
sh601519	大智慧	sh_main	上证主板	垂直应用软件|计算机|软件开发	BK1447|BK1207|BK0737	中盘成长|中盘股|虚拟机器人|鸿蒙概念|网红经济|数据中心|富时罗素|华为概念|养老金|人工智能|沪股通|国产软件|阿里概念|互联网金融|大数据|融资融券|长江三角	BK1669|BK1664|BK1190|BK0953|BK0940|BK0922|BK0867|BK0854|BK0823|BK0800|BK0707|BK0696|BK0689|BK0637|BK0634|BK0596|BK0594	2026-06-20 11:26:42
sh601528	瑞丰银行	sh_main	上证主板	农商行Ⅲ|银行|银行Ⅱ	BK1612|BK1283|BK0475	破发股|小盘股|长期破净|破净股|数字货币|沪股通|上证380|互联网金融|机构重仓	BK1672|BK1643|BK1635|BK1112|BK0883|BK0707|BK0705|BK0637|BK0552	2026-06-20 11:26:42
sh601555	东吴证券	sh_main	上证主板	证券Ⅲ|非银金融|证券Ⅱ	BK1366|BK1203|BK0473	金融地产风格|2025年报预增|中盘股|2025三季报预增|破净股|科创板做市商|标准普尔|富时罗素|MSCI中国|券商概念|沪股通|上证380|中证500|央国企改革|互联网金融|参股保险|融资融券|机构重仓	BK1714|BK1677|BK1664|BK1198|BK1112|BK1107|BK0879|BK0867|BK0821|BK0711|BK0707|BK0705|BK0701|BK0683|BK0637|BK0604|BK0596|BK0552	2026-06-20 11:26:42
sh601558	退市锐电	sh_main	上证主板					2026-06-20 11:26:42
sh601566	九牧王	sh_main	上证主板	非运动服装|服装家纺|纺织服饰	BK1352|BK1225|BK0436	2025年报预增|破发股|新零售|沪股通|IPO受益|电商概念|融资融券|参股券商	BK1677|BK1672|BK0825|BK0707|BK0697|BK0665|BK0596|BK0514	2026-06-20 11:26:42
sh601567	三星电气	sh_main	上证主板	配电设备|电力设备|电网设备	BK1310|BK1200|BK0457	中盘价值|中盘股|创新医疗服务|电网概念|储能概念|标准普尔|富时罗素|互联医疗|MSCI中国|沪股通|上证380|中证500|充电桩|智能家居|医疗器械概念|养老概念|融资融券|智能电网|物联网	BK1670|BK1664|BK1658|BK1647|BK0989|BK0879|BK0867|BK0837|BK0821|BK0707|BK0705|BK0701|BK0700|BK0680|BK0668|BK0653|BK0596|BK0581|BK0554	2026-06-20 11:26:42
sh601568	北元化工	sh_main	上证主板	氯碱|基础化工|化学原料	BK1418|BK1206|BK1019	2025年报预减|破发股|小盘价值|小盘股|沪股通|央国企改革|融资融券|西部大开发|煤化工概念	BK1678|BK1672|BK1668|BK1643|BK0707|BK0683|BK0596|BK0590|BK0492	2026-06-20 11:26:42
sh601577	长沙银行	sh_main	上证主板	城商行Ⅲ|银行|银行Ⅱ	BK1609|BK1283|BK0475	金融地产风格|中盘价值|中盘股|价值股|长期破净|破净股|标准普尔|富时罗素|MSCI中国|沪股通|上证380|中证500|互联网金融|融资融券	BK1714|BK1670|BK1664|BK1640|BK1635|BK1112|BK0879|BK0867|BK0821|BK0707|BK0705|BK0701|BK0637|BK0596	2026-06-20 11:26:42
sh601579	会稽山	sh_main	上证主板	其他酒类|非白酒|食品饮料	BK1578|BK1279|BK0438	味蕾经济|白酒|沪股通|融资融券|酿酒概念	BK1653|BK0896|BK0707|BK0596|BK0477	2026-06-20 11:26:42
sh601588	北辰实业	sh_main	上证主板	住宅开发|房地产|房地产开发	BK1346|BK1202|BK0451	破发股|破净股|低价股|标准普尔|富时罗素|电子竞技|沪股通|京津冀|央国企改革|养老概念|融资融券|AH股	BK1672|BK1112|BK1053|BK0879|BK0867|BK0853|BK0707|BK0684|BK0683|BK0653|BK0596|BK0499	2026-06-20 11:26:42
sh601595	上海电影	sh_main	上证主板	影视动漫制作|影视院线|传媒	BK1299|BK1222|BK0486	小盘成长|文娱消费|小盘股|谷子经济|AI语料|影视概念|养老金|沪股通|上证380|央国企改革	BK1667|BK1654|BK1643|BK1183|BK1172|BK0847|BK0823|BK0707|BK0705|BK0683	2026-06-20 11:26:42
sh601598	中国外运	sh_main	上证主板	跨境物流|交通运输|物流	BK1488|BK1210|BK0422	中盘价值|中盘股|红利股|价值股|红利破净股|中特估|跨境电商|破净股|统一大市场|快递概念|标准普尔|富时罗素|冷链物流|区块链|一带一路|沪股通|上证380|中证500|央国企改革|融资融券|机构重仓|中字头|AH股	BK1670|BK1664|BK1641|BK1640|BK1636|BK1139|BK1115|BK1112|BK1077|BK0990|BK0879|BK0867|BK0852|BK0830|BK0712|BK0707|BK0705|BK0701|BK0683|BK0596|BK0552|BK0505|BK0499	2026-06-20 11:26:42
sh601599	浙文影业	sh_main	上证主板	其他纺织|纺织制造|纺织服饰	BK1350|BK1224|BK0436	破发股|文娱消费|影视概念|一带一路|央国企改革	BK1672|BK1654|BK0847|BK0712|BK0683	2026-06-20 11:26:42
sh601600	中国铝业	sh_main	上证主板	铝|工业金属|有色金属	BK1613|BK1287|BK0478	2026一季报预增|大盘价值|大盘股|价值股|周期股|中特估|标准普尔|富时罗素|MSCI中国|沪股通|小金属概念|央国企改革|上证180_|上证50_|融资融券|稀土永磁|中字头|HS300_|AH股	BK1680|BK1666|BK1663|BK1640|BK1639|BK1139|BK0879|BK0867|BK0821|BK0707|BK0695|BK0683|BK0612|BK0611|BK0596|BK0578|BK0505|BK0500|BK0499	2026-06-20 11:26:42
sh601601	中国太保	sh_main	上证主板	保险Ⅲ|非银金融|保险Ⅱ	BK1358|BK1203|BK0474	金融地产风格|大盘价值|大盘股|权重股|周期股|破净股|蚂蚁概念|标准普尔|GDR|富时罗素|MSCI中国|证金持股|沪股通|养老概念|上证180_|上证50_|央视50_|融资融券|长江三角|机构重仓|HS300_|AH股	BK1714|BK1666|BK1663|BK1662|BK1639|BK1112|BK0937|BK0879|BK0868|BK0867|BK0821|BK0718|BK0707|BK0653|BK0612|BK0611|BK0610|BK0596|BK0594|BK0552|BK0500|BK0499	2026-06-20 11:26:42
sh601606	长城军工	sh_main	上证主板	地面兵装Ⅲ|地面兵装Ⅱ|国防军工	BK1382|BK1229|BK1204	2025年报扭亏|中盘股|新能源车|军民融合|沪股通|央国企改革|融资融券|军工	BK1679|BK1664|BK0900|BK0808|BK0707|BK0683|BK0596|BK0490	2026-06-20 11:26:42
sh601607	上海医药	sh_main	上证主板	医药流通|医药生物|医药商业	BK1607|BK1216|BK1042	医药医疗风格|大盘价值|大盘股|行业龙头|长期破净|破净股|创新药|内贸流通|流感|标准普尔|单抗概念|富时罗素|互联医疗|MSCI中国|精准医疗|沪股通|上证380|央国企改革|独家药品|沪企改革|医疗器械概念|电商概念|中药概念|央视50_|融资融券|HS300_|AH股	BK1712|BK1666|BK1663|BK1661|BK1635|BK1112|BK1106|BK1001|BK0906|BK0879|BK0870|BK0867|BK0837|BK0821|BK0806|BK0707|BK0705|BK0683|BK0676|BK0672|BK0668|BK0665|BK0615|BK0610|BK0596|BK0500|BK0499	2026-06-20 11:26:42
sh601608	中信重工	sh_main	上证主板	能源及重型设备|机械设备|专用设备	BK1403|BK1205|BK0910	中盘股|雅下水电概念|人形机器人|机器人概念|商业航天|华为概念|一带一路|沪股通|超级电容|中证500|央国企改革|海洋经济|融资融券|风能|核能核电|机构重仓|节能环保	BK1664|BK1192|BK1184|BK1090|BK0963|BK0854|BK0712|BK0707|BK0703|BK0701|BK0683|BK0623|BK0596|BK0595|BK0577|BK0552|BK0494	2026-06-20 11:26:42
sh601609	金田股份	sh_main	上证主板	铜|工业金属|有色金属	BK1615|BK1287|BK0478	2025年报预增|小盘价值|电网概念|小盘股|人形机器人|铜缆高速连接|可控核聚变|PEEK材料概念|小米汽车|高压快充|液冷概念|算力概念|机器人概念|特高压|新能源车|人工智能|沪股通|无人机|苹果概念|特斯拉概念|融资融券|稀土永磁|转债标的	BK1677|BK1668|BK1647|BK1643|BK1184|BK1168|BK1163|BK1156|BK1155|BK1144|BK1138|BK1134|BK1090|BK0918|BK0900|BK0800|BK0707|BK0704|BK0666|BK0644|BK0596|BK0578|BK0528	2026-06-20 11:26:42
sh601611	中国核建	sh_main	上证主板	基建市政工程|基础建设|建筑装饰	BK1472|BK1247|BK1209	中盘价值|中盘股|电网概念|昨日高振幅|可控核聚变|中特估|绿色电力|储能概念|MSCI中国|沪股通|上证380|中证500|央国企改革|海洋经济|水利建设|融资融券|风能|智能电网|核能核电|机构重仓|中字头|军工|工程建设	BK1670|BK1664|BK1647|BK1633|BK1163|BK1139|BK1024|BK0989|BK0821|BK0707|BK0705|BK0701|BK0683|BK0623|BK0597|BK0596|BK0595|BK0581|BK0577|BK0552|BK0505|BK0490|BK0425	2026-06-20 11:26:42
sh601615	明阳智能	sh_main	上证主板	风电整机|电力设备|风电设备	BK1314|BK1200|BK1032	2025年报预增|中盘价值|中盘股|绿色电力|储能概念|HJT电池|国产芯片|标准普尔|GDR|富时罗素|氢能源|养老金|MSCI中国|沪股通|上证380|中证500|融资融券|风能|光伏概念|新能源	BK1677|BK1670|BK1664|BK1024|BK0989|BK0908|BK0891|BK0879|BK0868|BK0867|BK0864|BK0823|BK0821|BK0707|BK0705|BK0701|BK0596|BK0595|BK0588|BK0493	2026-06-20 11:26:42
sh601616	广电电气	sh_main	上证主板	配电设备|电力设备|电网设备	BK1310|BK1200|BK0457	破发股|电网概念|IGBT概念|充电桩|智能电网	BK1672|BK1647|BK1048|BK0700|BK0581	2026-06-20 11:26:42
sh601618	中国中冶	sh_main	上证主板	其他专业工程|专业工程|建筑装饰	BK1477|BK1248|BK1209	2025年报预减|破增发价股|破发股|大盘价值|大盘股|行业龙头|长期破净|中特估|破净股|低价股|低碳冶金|装配建筑|标准普尔|富时罗素|MSCI中国|PPP模式|一带一路|沪股通|央国企改革|上证180_|融资融券|光伏概念|中字头|HS300_|AH股|节能环保|工程建设	BK1678|BK1673|BK1672|BK1666|BK1663|BK1661|BK1635|BK1139|BK1112|BK1053|BK0979|BK0945|BK0879|BK0867|BK0821|BK0721|BK0712|BK0707|BK0683|BK0612|BK0596|BK0588|BK0505|BK0500|BK0499|BK0494|BK0425	2026-06-20 11:26:42
sh601619	嘉泽新能	sh_main	上证主板	风力发电|电力|公用事业	BK1374|BK0428|BK0427	电网概念|小盘股|绿色电力|储能概念|标准普尔|富时罗素|沪股通|融资融券|风能|西部大开发|光伏概念|智能电网|转债标的|新能源	BK1647|BK1643|BK1024|BK0989|BK0879|BK0867|BK0707|BK0596|BK0595|BK0590|BK0588|BK0581|BK0528|BK0493	2026-06-20 11:26:42
sh601628	中国人寿	sh_main	上证主板	保险Ⅲ|非银金融|保险Ⅱ	BK1358|BK1203|BK0474	金融地产风格|大盘股|权重股|行业龙头|周期股|2025三季报预增|蚂蚁概念|标准普尔|富时罗素|MSCI中国|证金持股|沪股通|央国企改革|上证180_|上证50_|融资融券|机构重仓|参股银行|参股期货|中字头|HS300_|AH股	BK1714|BK1663|BK1662|BK1661|BK1639|BK1198|BK0937|BK0879|BK0867|BK0821|BK0718|BK0707|BK0683|BK0612|BK0611|BK0596|BK0552|BK0525|BK0524|BK0505|BK0500|BK0499	2026-06-20 11:26:42
sh601633	长城汽车	sh_main	上证主板	综合乘用车|乘用车|汽车	BK1520|BK1262|BK1211	先进制造风格|大盘股|电池技术|周期股|汽车整车|固态电池|车联网(车路云)|新能源车|标准普尔|富时罗素|氢能源|华为概念|百度概念|雄安新区|无人驾驶|人工智能|证金持股|沪股通|燃料电池概念|上证180_|融资融券|股权激励|机构重仓|转债标的|HS300_|AH股	BK1710|BK1663|BK1648|BK1639|BK1029|BK0968|BK0920|BK0900|BK0879|BK0867|BK0864|BK0854|BK0845|BK0813|BK0802|BK0800|BK0718|BK0707|BK0682|BK0612|BK0596|BK0567|BK0552|BK0528|BK0500|BK0499	2026-06-20 11:26:42
sh601636	旗滨集团	sh_main	上证主板	玻璃制造|建筑材料|玻璃玻纤	BK1461|BK1208|BK0546	题材股|2025年报预增|百日新高|近期新高|昨日打二板以上表现|小盘股|最近多板|东方财富热股|反内卷概念|昨日连板_含一字|昨日涨停_含一字|国产芯片|标准普尔|富时罗素|沪股通|上证380|医疗器械概念|融资融券|光伏概念|新能源	BK1717|BK1677|BK1676|BK1674|BK1645|BK1643|BK1638|BK1637|BK1197|BK1051|BK1050|BK0891|BK0879|BK0867|BK0707|BK0705|BK0668|BK0596|BK0588|BK0493	2026-06-20 11:26:42
sh601658	邮储银行	sh_main	上证主板	国有大型银行Ⅲ|银行|银行Ⅱ	BK1611|BK1283|BK0475	金融地产风格|破增发价股|大盘价值|大盘股|权重股|长期破净|中特估|破净股|蚂蚁概念|MSCI中国|沪股通|央国企改革|互联网金融|上证180_|上证50_|融资融券|机构重仓|HS300_|AH股	BK1714|BK1673|BK1666|BK1663|BK1662|BK1635|BK1139|BK1112|BK0937|BK0821|BK0707|BK0683|BK0637|BK0612|BK0611|BK0596|BK0552|BK0500|BK0499	2026-06-20 11:26:42
sh601665	齐鲁银行	sh_main	上证主板	城商行Ⅲ|银行|银行Ⅱ	BK1609|BK1283|BK0475	金融地产风格|中盘股|长期破净|破净股|MSCI中国|沪股通|上证380|中证500|互联网金融|融资融券	BK1714|BK1664|BK1635|BK1112|BK0821|BK0707|BK0705|BK0701|BK0637|BK0596	2026-06-20 11:26:42
sh601666	平煤股份	sh_main	上证主板	焦煤|煤炭开采|煤炭	BK1494|BK1250|BK0437	2025年报预减|小盘价值|小盘股|红利股|红利破净股|反内卷概念|破净股|标准普尔|富时罗素|证金持股|沪股通|上证380|中证500|央国企改革|融资融券|转债标的|稀缺资源	BK1678|BK1668|BK1643|BK1641|BK1636|BK1197|BK1112|BK0879|BK0867|BK0718|BK0707|BK0705|BK0701|BK0683|BK0596|BK0528|BK0519	2026-06-20 11:26:42
sh601668	中国建筑	sh_main	上证主板	房屋建设Ⅲ|房屋建设Ⅱ|建筑装饰	BK1470|BK1246|BK1209	大盘价值|大盘股|行业龙头|长期破净|中特估|破净股|装配建筑|标准普尔|富时罗素|数字孪生|MSCI中国|PPP模式|证金持股|一带一路|沪股通|央国企改革|上证180_|上证50_|融资融券|机构重仓|中字头|HS300_|工程建设	BK1666|BK1663|BK1661|BK1635|BK1139|BK1112|BK0945|BK0879|BK0867|BK0861|BK0821|BK0721|BK0718|BK0712|BK0707|BK0683|BK0612|BK0611|BK0596|BK0552|BK0505|BK0500|BK0425	2026-06-20 11:26:42
sh601669	中国电建	sh_main	上证主板	基建市政工程|基础建设|建筑装饰	BK1472|BK1247|BK1209	破增发价股|大盘价值|大盘股|电网概念|长期破净|昨日高振幅|雅下水电概念|中特估|破净股|绿色电力|抽水蓄能|碳交易|商业航天|特高压|标准普尔|富时罗素|MSCI中国|PPP模式|证金持股|一带一路|沪股通|小金属概念|央国企改革|上证180_|水利建设|融资融券|风能|核能核电|中字头|HS300_|工程建设	BK1673|BK1666|BK1663|BK1647|BK1635|BK1633|BK1192|BK1139|BK1112|BK1024|BK1003|BK0966|BK0963|BK0918|BK0879|BK0867|BK0821|BK0721|BK0718|BK0712|BK0707|BK0695|BK0683|BK0612|BK0597|BK0596|BK0595|BK0577|BK0505|BK0500|BK0425	2026-06-20 11:26:42
sh601677	明泰铝业	sh_main	上证主板	铝|工业金属|有色金属	BK1613|BK1287|BK0478	2026一季报预增|小盘价值|通信技术|电池技术|电网概念|小盘股|机器人概念|固态电池|特高压|新能源车|5G概念|沪股通|上证380|充电桩|融资融券|铁路基建|新能源|军工	BK1680|BK1668|BK1650|BK1648|BK1647|BK1643|BK1090|BK0968|BK0918|BK0900|BK0714|BK0707|BK0705|BK0700|BK0596|BK0592|BK0493|BK0490	2026-06-20 11:26:42
sh601678	滨化股份	sh_main	上证主板	氯碱|基础化工|化学原料	BK1418|BK1206|BK1019	电池技术|环氧丙烷|半导体概念|标准普尔|富时罗素|氢能源|沪股通|氟化工概念|燃料电池概念|参股保险|融资融券|锂电池概念|参股银行|化工原料	BK1648|BK1011|BK0917|BK0879|BK0867|BK0864|BK0707|BK0690|BK0682|BK0604|BK0596|BK0574|BK0525|BK0512	2026-06-20 11:26:42
sh601686	友发集团	sh_main	上证主板	钢铁管材|普钢|钢铁	BK1368|BK1226|BK0479	2025年报预增|破发股|海南自贸|雅下水电概念|新型城镇化|地下管网|雄安新区|沪股通|转债标的	BK1677|BK1672|BK1193|BK1192|BK1080|BK1058|BK0813|BK0707|BK0528	2026-06-20 11:26:42
sh601688	华泰证券	sh_main	上证主板	证券Ⅲ|非银金融|证券Ⅱ	BK1366|BK1203|BK0473	金融地产风格|大盘价值|大盘股|周期股|科创板做市商|标准普尔|GDR|富时罗素|MSCI中国|证金持股|券商概念|沪股通|阿里概念|央国企改革|互联网金融|上证180_|上证50_|融资融券|机构重仓|参股银行|HS300_|AH股	BK1714|BK1666|BK1663|BK1639|BK1107|BK0879|BK0868|BK0867|BK0821|BK0718|BK0711|BK0707|BK0689|BK0683|BK0637|BK0612|BK0611|BK0596|BK0552|BK0525|BK0500|BK0499	2026-06-20 11:26:42
sh601689	拓普集团	sh_main	上证主板	底盘与发动机系统|汽车|汽车零部件	BK1526|BK1211|BK0481	先进制造风格|大盘成长|大盘股|周期股|小米汽车|新型工业化|机器人执行器|液冷概念|汽车一体化压铸|机器人概念|汽车热管理|华为汽车|新能源车|标准普尔|富时罗素|小米概念|MSCI中国|无人驾驶|沪股通|电商概念|特斯拉概念|上证180_|融资融券|创投|HS300_	BK1710|BK1665|BK1663|BK1639|BK1155|BK1150|BK1145|BK1138|BK1093|BK1090|BK1089|BK0984|BK0900|BK0879|BK0867|BK0833|BK0821|BK0802|BK0707|BK0665|BK0644|BK0612|BK0596|BK0506|BK0500	2026-06-20 11:26:42
sh601696	中银证券	sh_main	上证主板	证券Ⅲ|非银金融|证券Ⅱ	BK1366|BK1203|BK0473	金融地产风格|中盘股|最近多板|富时罗素|MSCI中国|券商概念|沪股通|上证380|中证500|互联网金融|融资融券|参股期货	BK1714|BK1664|BK1638|BK0867|BK0821|BK0711|BK0707|BK0705|BK0701|BK0637|BK0596|BK0524	2026-06-20 11:26:42
sh601698	中国卫通	sh_main	上证主板	航天装备Ⅲ|航天装备Ⅱ|国防军工	BK1385|BK1232|BK1204	先进制造风格|大盘股|低空经济|中特估|商业航天|卫星互联网|富时罗素|MSCI中国|一带一路|沪股通|央国企改革|北斗导航|上证180_|融资融券|中字头|HS300_	BK1710|BK1663|BK1166|BK1139|BK0963|BK0921|BK0867|BK0821|BK0712|BK0707|BK0683|BK0629|BK0612|BK0596|BK0505|BK0500	2026-06-20 11:26:42
sh601699	潞安环能	sh_main	上证主板	焦煤|煤炭开采|煤炭	BK1494|BK1250|BK0437	2025年报预减|中盘价值|中盘股|红利股|反内卷概念|标准普尔|富时罗素|养老金|MSCI中国|沪股通|上证380|中证500|央国企改革|融资融券|稀缺资源	BK1678|BK1670|BK1664|BK1641|BK1197|BK0879|BK0867|BK0823|BK0821|BK0707|BK0705|BK0701|BK0683|BK0596|BK0519	2026-06-20 11:26:42
sh601700	风范股份	sh_main	上证主板	线缆部件及其他|电力设备|电网设备	BK1312|BK1200|BK0457	破发股|电网概念|化债(AMC)概念|特高压|沪股通|央国企改革|融资融券|光伏概念|智能电网	BK1672|BK1647|BK0980|BK0918|BK0707|BK0683|BK0596|BK0588|BK0581	2026-06-20 11:26:42
sh601702	华峰铝业	sh_main	上证主板	铝|工业金属|有色金属	BK1613|BK1287|BK0478	小盘股|专精特新|新能源车|养老金|沪股通|上证380|特斯拉概念|融资融券	BK1643|BK1005|BK0900|BK0823|BK0707|BK0705|BK0644|BK0596	2026-06-20 11:26:42
