code	name	market	market_name	sectors	sector_codes	concepts	concept_codes	updated_at
sz002161	远 望 谷	sz_main	深证主板	其他电子Ⅲ|其他电子Ⅱ|电子	BK1336|BK1223|BK1201	最近多板|昨日高振幅|昨日首板|谷子经济|可控核聚变|电子身份证|数字经济|昨日涨停_含一字|宠物经济|电子车牌|车联网(车路云)|国产芯片|ETC|昨日涨停|深股通|一带一路|粤港自贸|食品安全|融资融券|铁路基建|移动支付|物联网|深圳特区	BK1638|BK1633|BK1630|BK1183|BK1163|BK1075|BK1061|BK1050|BK0993|BK0982|BK0920|BK0891|BK0875|BK0815|BK0804|BK0712|BK0677|BK0614|BK0596|BK0592|BK0556|BK0554|BK0549	2026-06-20 11:26:42
sz002162	悦心健康	sz_main	深证主板	瓷砖地板|轻工制造|家居用品	BK1538|BK1212|BK0440	2025年报扭亏|机器人概念|职业教育|辅助生殖|人工智能|婴童概念|养老概念|参股保险|长江三角	BK1679|BK1090|BK1022|BK0939|BK0800|BK0664|BK0653|BK0604|BK0594	2026-06-20 11:26:42
sz002163	海南发展	sz_main	深证主板	装修装饰Ⅲ|建筑装饰|装修装饰Ⅱ	BK1478|BK1209|BK0725	破增发价股|零售概念|海南自贸|免税概念|富时罗素|深股通|央国企改革|电商概念|融资融券|深圳特区|QFII重仓|新材料	BK1673|BK1655|BK1193|BK0927|BK0867|BK0804|BK0683|BK0665|BK0596|BK0549|BK0535|BK0523	2026-06-20 11:26:42
sz002164	宁波东力	sz_main	深证主板	金属制品|机械设备|通用设备	BK1396|BK1205|BK0545	2025年报预增|机器人执行器|减速器|机器人概念|深股通|融资融券|风能|长江三角	BK1677|BK1145|BK1100|BK1090|BK0804|BK0596|BK0595|BK0594	2026-06-20 11:26:42
sz002165	红 宝 丽	sz_main	深证主板	聚氨酯|基础化工|化学制品	BK1426|BK1206|BK0538	2025年报预减|建筑节能|环氧丙烷|装配建筑|深股通|融资融券|长江三角|光伏概念|QFII重仓|新材料	BK1678|BK1076|BK1011|BK0945|BK0804|BK0596|BK0594|BK0588|BK0535|BK0523	2026-06-20 11:26:42
sz002166	莱茵生物	sz_main	深证主板	食品及饲料添加剂|基础化工|化学制品	BK1429|BK1206|BK0538	病原体防治|味蕾经济|合成生物|啤酒概念|专精特新|代糖概念|流感|工业大麻|深股通|病毒防治|电商概念|融资融券|西部大开发	BK1657|BK1653|BK1174|BK1073|BK1005|BK0938|BK0906|BK0856|BK0804|BK0675|BK0665|BK0596|BK0590	2026-06-20 11:26:42
sz002167	东方锆业	sz_main	深证主板	其他小金属|小金属|有色金属	BK1624|BK1027|BK0478	趋势股|2025年报预减|电池技术|专精特新|固态电池|深股通|航母概念|小金属概念|融资融券|稀土永磁|核能核电|新材料	BK1715|BK1678|BK1648|BK1005|BK0968|BK0804|BK0715|BK0695|BK0596|BK0578|BK0577|BK0523	2026-06-20 11:26:42
sz002168	ST惠程	sz_main	深证主板	配电设备|电力设备|电网设备	BK1310|BK1200|BK0457	电网概念|高压快充|新能源车|标准普尔|富时罗素|区块链|充电桩|央国企改革|大数据|西部大开发|智能电网|QFII重仓|ST股	BK1647|BK1144|BK0900|BK0879|BK0867|BK0830|BK0700|BK0683|BK0634|BK0590|BK0581|BK0535|BK0511	2026-06-20 11:26:42
sz002169	智光电气	sz_main	深证主板	电网自动化设备|电力设备|电网设备	BK1309|BK1200|BK0457	2025年报扭亏|电网概念|钒电池|储能概念|虚拟电厂|第三代半导体|半导体概念|国产芯片|富时罗素|边缘计算|工业互联|深股通|充电桩|融资融券|光伏概念|智能电网|节能环保|新能源	BK1679|BK1647|BK1095|BK0989|BK0958|BK0952|BK0917|BK0891|BK0867|BK0860|BK0832|BK0804|BK0700|BK0596|BK0588|BK0581|BK0494|BK0493	2026-06-20 11:26:42
sz002170	芭田股份	sz_main	深证主板	复合肥|基础化工|农化制品	BK1433|BK1206|BK0731	2026一季报预增|2025年报预增|电池技术|小盘股|2025三季报预增|磷化工|钠离子电池|转基因|垃圾分类|乡村振兴|深股通|生态农业|土地流转|食品安全|深圳特区	BK1680|BK1677|BK1648|BK1643|BK1198|BK1010|BK0988|BK0907|BK0873|BK0834|BK0804|BK0669|BK0632|BK0614|BK0549	2026-06-20 11:26:42
sz002171	楚江新材	sz_main	深证主板	铜|工业金属|有色金属	BK1615|BK1287|BK0478	题材股|趋势股|2025年报预增|百日新高|近期新高|电池技术|小盘股|东方财富热股|昨日高振幅|2025三季报预增|碳纤维|铜缆高速连接|机器人概念|碳基材料|碳化硅|固态电池|商业航天|第三代半导体|半导体概念|新能源车|标准普尔|PCB|富时罗素|大飞机|军民融合|深股通|3D打印|融资融券|锂电池概念|新材料|军工	BK1717|BK1715|BK1677|BK1676|BK1674|BK1648|BK1643|BK1637|BK1633|BK1198|BK1171|BK1168|BK1090|BK1006|BK0977|BK0968|BK0963|BK0952|BK0917|BK0900|BK0879|BK0877|BK0867|BK0814|BK0808|BK0804|BK0619|BK0596|BK0574|BK0523|BK0490	2026-06-20 11:26:42
sz002172	澳洋健康	sz_main	深证主板	医院|医药生物|医疗服务	BK1601|BK1216|BK0727	破发股|新消费|微盘股|毛发医疗|辅助生殖|医美概念|冷链物流|精准医疗|人工智能|婴童概念|养老概念|中药概念|长江三角|QFII重仓|节能环保	BK1672|BK1652|BK1158|BK0996|BK0939|BK0889|BK0852|BK0806|BK0800|BK0664|BK0653|BK0615|BK0594|BK0535|BK0494	2026-06-20 11:26:42
sz002173	创新医疗	sz_main	深证主板	医院|医药生物|医疗服务	BK1601|BK1216|BK0727	DeepSeek概念|AI制药（医疗）|华为昇腾|深股通|人工智能|人脑工程|医疗器械概念|婴童概念|养老概念|融资融券|长江三角	BK1188|BK1170|BK0995|BK0804|BK0800|BK0706|BK0668|BK0664|BK0653|BK0596|BK0594	2026-06-20 11:26:42
sz002174	游族网络	sz_main	深证主板	游戏Ⅲ|游戏Ⅱ|传媒	BK1301|BK1046|BK0486	破增发价股|文娱消费|小盘股|AI应用|抖音概念(字节概念)|标准普尔|富时罗素|华为概念|电子竞技|深股通|增强现实|大数据|融资融券|网络游戏	BK1673|BK1654|BK1643|BK1629|BK0923|BK0879|BK0867|BK0854|BK0853|BK0804|BK0801|BK0634|BK0596|BK0509	2026-06-20 11:26:42
sz002175	*ST东智	sz_main	深证主板	机械设备|通用设备|仪器仪表	BK1205|BK0545|BK0458	超跌股|低价股|国产芯片|西部大开发|机构重仓|ST股	BK1671|BK1053|BK0891|BK0590|BK0552|BK0511	2026-06-20 11:26:42
sz002176	江特电机	sz_main	深证主板	电机Ⅲ|电力设备|电机Ⅱ	BK1307|BK1200|BK1030	小盘价值|电池技术|小盘股|反内卷概念|人形机器人|锂矿概念|机器人概念|固态电池|新能源车|标准普尔|大飞机|深股通|融资融券|风能|锂电池概念|深成500|稀缺资源|军工	BK1668|BK1648|BK1643|BK1197|BK1184|BK1173|BK1090|BK0968|BK0900|BK0879|BK0814|BK0804|BK0596|BK0595|BK0574|BK0568|BK0519|BK0490	2026-06-20 11:26:42
sz002177	御银股份	sz_main	深证主板	其他计算机设备|计算机|计算机设备	BK1446|BK1207|BK0735	昨日高振幅|昨日炸板|生物识别|昨日触板|深股通|互联网金融|融资融券|机构重仓|创投	BK1633|BK1631|BK0970|BK0817|BK0804|BK0637|BK0596|BK0552|BK0506	2026-06-20 11:26:42
sz002178	延华智能	sz_main	深证主板	垂直应用软件|计算机|软件开发	BK1447|BK1207|BK0737	2025年报扭亏|创新医疗服务|机器人概念|碳交易|鸿蒙概念|数据中心|数字孪生|互联医疗|养老概念|大数据|智慧城市|长江三角|智能电网|物联网	BK1679|BK1658|BK1090|BK0966|BK0953|BK0922|BK0861|BK0837|BK0653|BK0634|BK0628|BK0594|BK0581|BK0554	2026-06-20 11:26:42
sz002179	中航光电	sz_main	深证主板	军工电子Ⅲ|军工电子Ⅱ|国防军工	BK1386|BK1233|BK1204	先进制造风格|破增发价股|大盘股|通信技术|周期股|昨日高振幅|低空经济|可控核聚变|液冷概念|CPO概念|机器人概念|换电概念|6G概念|商业航天|北交所概念|新能源车|标准普尔|富时罗素|华为概念|MSCI中国|大飞机|军民融合|深股通|深证100R|5G概念|充电桩|央国企改革|特斯拉概念|融资融券|深成500|HS300_|军工	BK1710|BK1673|BK1663|BK1650|BK1639|BK1633|BK1166|BK1163|BK1138|BK1128|BK1090|BK0985|BK0964|BK0963|BK0925|BK0900|BK0879|BK0867|BK0854|BK0821|BK0814|BK0808|BK0804|BK0743|BK0714|BK0700|BK0683|BK0644|BK0596|BK0568|BK0500|BK0490	2026-06-20 11:26:42
sz002180	奔图科技	sz_main	深证主板	其他计算机设备|计算机|计算机设备	BK1446|BK1207|BK0735	破增发价股|中盘价值|中盘股|昨日高振幅|人形机器人|信创|汽车芯片|半导体概念|国产芯片|标准普尔|富时罗素|养老金|MSCI中国|深股通|网络安全|融资融券|智能电网|深成500|物联网	BK1673|BK1670|BK1664|BK1633|BK1184|BK1104|BK0969|BK0917|BK0891|BK0879|BK0867|BK0823|BK0821|BK0804|BK0655|BK0596|BK0581|BK0568|BK0554	2026-06-20 11:26:42
sz002181	粤 传 媒	sz_main	深证主板	大众出版|出版|传媒	BK1289|BK1218|BK0486	小盘成长|文娱消费|小盘股|AI应用|AIGC概念|网红经济|独角兽|深股通|体育产业|央国企改革|粤港自贸|彩票概念|电商概念|融资融券|创投	BK1667|BK1654|BK1643|BK1629|BK1111|BK0940|BK0835|BK0804|BK0708|BK0683|BK0677|BK0671|BK0665|BK0596|BK0506	2026-06-20 11:26:42
sz002182	宝武镁业	sz_main	深证主板	其他小金属|小金属|有色金属	BK1624|BK1027|BK0478	通信技术|小盘股|低空经济|飞行汽车(eVTOL)|小米汽车|汽车一体化压铸|机器人概念|华为汽车|商业航天|新能源车|富时罗素|氢能源|华为概念|深股通|5G概念|小金属概念|央国企改革|苹果概念|特斯拉概念|3D打印|融资融券|长江三角|新材料	BK1650|BK1643|BK1166|BK1157|BK1155|BK1093|BK1090|BK0984|BK0963|BK0900|BK0867|BK0864|BK0854|BK0804|BK0714|BK0695|BK0683|BK0666|BK0644|BK0619|BK0596|BK0594|BK0523	2026-06-20 11:26:42
sz002183	怡 亚 通	sz_main	深证主板	贸易Ⅲ|商贸零售|贸易Ⅱ	BK1550|BK1213|BK0484	消费风格|小盘价值|小盘股|锂矿概念|存储芯片|算力概念|信创|统一大市场|跨境支付|快递概念|储能概念|鸿蒙概念|半导体概念|白酒|国产芯片|标准普尔|富时罗素|区块链|新零售|深股通|充电桩|央国企改革|粤港自贸|电商概念|大数据|融资融券|物联网|机构重仓|深圳特区	BK1711|BK1668|BK1643|BK1173|BK1137|BK1134|BK1104|BK1077|BK1071|BK0990|BK0989|BK0953|BK0917|BK0896|BK0891|BK0879|BK0867|BK0830|BK0825|BK0804|BK0700|BK0683|BK0677|BK0665|BK0634|BK0596|BK0554|BK0552|BK0549	2026-06-20 11:26:42
sz002184	海得控制	sz_main	深证主板	工控设备|自动化设备|机械设备	BK1407|BK1237|BK1205	电网概念|新型工业化|PLC概念|减速器|机器视觉|储能概念|虚拟电厂|数据中心|边缘计算|工业互联|人工智能|国产软件|大数据|风能|长江三角|光伏概念|智能电网|创投	BK1647|BK1150|BK1119|BK1100|BK0998|BK0989|BK0958|BK0922|BK0860|BK0832|BK0800|BK0696|BK0634|BK0595|BK0594|BK0588|BK0581|BK0506	2026-06-20 11:26:42
sz002185	华天科技	sz_main	深证主板	集成电路封测|电子|半导体	BK1328|BK1201|BK1036	题材股|中盘股|通信技术|东方财富热股|昨日高振幅|昨日高换手|华为海思|存储芯片|CPO概念|先进封装|半导体概念|氮化镓|传感器|国产芯片|标准普尔|富时罗素|华为概念|MSCI中国|深股通|人工智能|5G概念|中证500|融资融券|西部大开发|深成500|物联网	BK1717|BK1664|BK1650|BK1637|BK1633|BK1632|BK1180|BK1137|BK1128|BK1101|BK0917|BK0916|BK0905|BK0891|BK0879|BK0867|BK0854|BK0821|BK0804|BK0800|BK0714|BK0701|BK0596|BK0590|BK0568|BK0554	2026-06-20 11:26:42
sz002186	全 聚 德	sz_main	深证主板	餐饮|酒店餐饮|社会服务	BK1559|BK1271|BK1214	2025年报预减|破增发价股|首发经济|预制菜概念|内贸流通|白酒|新零售|央国企改革|旅游酒店	BK1678|BK1673|BK1186|BK1025|BK1001|BK0896|BK0825|BK0683|BK0485	2026-06-20 11:26:42
sz002187	广百股份	sz_main	深证主板	百货|商贸零售|一般零售	BK1551|BK1213|BK0482	破增发价股|零售概念|首发经济|破净股|预制菜概念|内贸流通|网红经济|退税商店|免税概念|新零售|深股通|央国企改革|粤港自贸|电商概念|机构重仓|黄金概念|创投	BK1673|BK1655|BK1186|BK1112|BK1025|BK1001|BK0940|BK0933|BK0927|BK0825|BK0804|BK0683|BK0677|BK0665|BK0552|BK0547|BK0506	2026-06-20 11:26:42
sz002188	中天服务	sz_main	深证主板	物业管理|房地产|房地产服务	BK1343|BK1202|BK1045	微盘股|长江三角|机构重仓|QFII重仓	BK1158|BK0594|BK0552|BK0535	2026-06-20 11:26:42
sz002189	中光学	sz_main	深证主板	军工电子Ⅲ|军工电子Ⅱ|国防军工	BK1386|BK1233|BK1204	AI眼镜|荣耀概念|激光雷达|车联网(车路云)|3D摄像头|超清视频|华为概念|军民融合|深股通|无人驾驶|增强现实|虚拟现实|全息技术|央国企改革|安防概念|通用航空|3D打印|融资融券|中字头|军工	BK1178|BK1177|BK1002|BK0920|BK0901|BK0859|BK0854|BK0808|BK0804|BK0802|BK0801|BK0722|BK0699|BK0683|BK0667|BK0625|BK0619|BK0596|BK0505|BK0490	2026-06-20 11:26:42
sz002190	成飞集成	sz_main	深证主板	其他汽车零部件|汽车|汽车零部件	BK1528|BK1211|BK0481	破增发价股|小盘成长|电池技术|小盘股|昨日高振幅|专精特新|华为汽车|新能源车|大飞机|深股通|无人机|央国企改革|融资融券|西部大开发|锂电池概念|军工	BK1673|BK1667|BK1648|BK1643|BK1633|BK1005|BK0984|BK0900|BK0814|BK0804|BK0704|BK0683|BK0596|BK0590|BK0574|BK0490	2026-06-20 11:26:42
sz002191	劲嘉股份	sz_main	深证主板	纸包装|包装印刷|轻工制造	BK1535|BK1265|BK1212	破增发价股|新消费|昨日高振幅|复合集流体|破净股|蚂蚁概念|国产芯片|标准普尔|富时罗素|电子烟|区块链|深股通|包装材料|北斗导航|食品安全|融资融券|物联网|深圳特区	BK1673|BK1652|BK1633|BK1113|BK1112|BK0937|BK0891|BK0879|BK0867|BK0865|BK0830|BK0804|BK0733|BK0629|BK0614|BK0596|BK0554|BK0549	2026-06-20 11:26:42
sz002192	融捷股份	sz_main	深证主板	锂|能源金属|有色金属	BK1621|BK1015|BK0478	电池技术|小盘股|昨日高振幅|反内卷概念|锂矿概念|储能概念|标准普尔|深股通|融资融券|锂电池概念|稀缺资源	BK1648|BK1643|BK1633|BK1197|BK1173|BK0989|BK0879|BK0804|BK0596|BK0574|BK0519	2026-06-20 11:26:42
sz002193	ST如意	sz_main	深证主板	非运动服装|服装家纺|纺织服饰	BK1352|BK1225|BK0436	破发股|最近多板|C2M概念|新零售|贬值受益|机构重仓|QFII重仓|ST股	BK1672|BK1638|BK0955|BK0825|BK0812|BK0552|BK0535|BK0511	2026-06-20 11:26:42
sz002194	武汉凡谷	sz_main	深证主板	通信网络设备及器件|通信|通信设备	BK1591|BK1215|BK0448	通信技术|最近多板|昨日高换手|毫米波概念|职业教育|卫星互联网|富时罗素|华为概念|深股通|5G概念|融资融券|物联网|创投	BK1650|BK1638|BK1632|BK1124|BK1022|BK0921|BK0867|BK0854|BK0804|BK0714|BK0596|BK0554|BK0506	2026-06-20 11:26:42
sz002195	岩山科技	sz_main	深证主板	IT服务Ⅲ|IT服务Ⅱ|计算机	BK1444|BK1238|BK1207	中盘成长|中盘股|AI应用|DeepSeek概念|首发经济|AI语料|AI制药（医疗）|AIPC|多模态AI|短剧互动游戏|AI芯片|AIGC概念|机器人概念|鸿蒙概念|抖音概念(字节概念)|标准普尔|富时罗素|华为概念|百度概念|MSCI中国|AI智能体|深股通|无人驾驶|人工智能|人脑工程|中证500|国产软件|阿里概念|网络安全|互联网金融|大数据|融资融券|长江三角|深成500|网络游戏|创投|互联网服务	BK1669|BK1664|BK1629|BK1188|BK1186|BK1172|BK1170|BK1164|BK1153|BK1151|BK1127|BK1111|BK1090|BK0953|BK0923|BK0879|BK0867|BK0854|BK0845|BK0821|BK0809|BK0804|BK0802|BK0800|BK0706|BK0701|BK0696|BK0689|BK0655|BK0637|BK0634|BK0596|BK0594|BK0568|BK0509|BK0506|BK0447	2026-06-20 11:26:42
sz002196	方正电机	sz_main	深证主板	电机Ⅲ|电力设备|电机Ⅱ	BK1307|BK1200|BK1030	2025年报扭亏|机器人概念|新能源车|一带一路|无人机|央国企改革|特斯拉概念|长江三角|机构重仓	BK1679|BK1090|BK0900|BK0712|BK0704|BK0683|BK0644|BK0594|BK0552	2026-06-20 11:26:42
sz002197	证通电子	sz_main	深证主板	其他计算机设备|计算机|计算机设备	BK1446|BK1207|BK0735	DeepSeek概念|数据要素|算力概念|数字水印|信创|机器人概念|智慧灯杆|东数西算|数字经济|数据安全|职业教育|鸿蒙概念|抖音概念(字节概念)|数据中心|国产芯片|数字货币|垃圾分类|边缘计算|华为概念|百度概念|区块链|深股通|人工智能|充电桩|国产软件|阿里概念|粤港自贸|彩票概念|互联网金融|智慧城市|云计算|移动支付|深圳特区	BK1188|BK1135|BK1134|BK1129|BK1104|BK1090|BK1069|BK1064|BK1061|BK1047|BK1022|BK0953|BK0923|BK0922|BK0891|BK0883|BK0873|BK0860|BK0854|BK0845|BK0830|BK0804|BK0800|BK0700|BK0696|BK0689|BK0677|BK0671|BK0637|BK0628|BK0579|BK0556|BK0549	2026-06-20 11:26:42
sz002198	ST嘉应	sz_main	深证主板	中药Ⅲ|医药生物|中药Ⅱ	BK1608|BK1216|BK1040	中药概念|机构重仓|ST股	BK0615|BK0552|BK0511	2026-06-20 11:26:42
sz002199	*ST东晶	sz_main	深证主板	被动元件|电子|元件	BK1339|BK1201|BK0459	被动元件概念|长江三角|LED概念|ST股	BK0976|BK0594|BK0580|BK0511	2026-06-20 11:26:42
sz002200	交投生态	sz_main	深证主板	园林工程|基础建设|建筑装饰	BK1473|BK1247|BK1209	破发股|昨日高振幅|农业种植|PPP模式|央国企改革|西部大开发|节能环保	BK1672|BK1633|BK0888|BK0721|BK0683|BK0590|BK0494	2026-06-20 11:26:42
sz002201	九鼎新材	sz_main	深证主板	玻纤制造|建筑材料|玻璃玻纤	BK1462|BK1208|BK0546	2025年报预增|最近多板|东方财富热股|昨日高振幅|昨日首板|昨日涨停_含一字|商业航天|昨日涨停|深股通|融资融券|风能|长江三角|机构重仓|参股银行|新材料|创投|新能源	BK1677|BK1638|BK1637|BK1633|BK1630|BK1050|BK0963|BK0815|BK0804|BK0596|BK0595|BK0594|BK0552|BK0525|BK0523|BK0506|BK0493	2026-06-20 11:26:42
sz002202	金风科技	sz_main	深证主板	风电整机|电力设备|风电设备	BK1314|BK1200|BK1032	先进制造风格|大盘股|行业龙头|绿色电力|抽水蓄能|储能概念|商业航天|特高压|标准普尔|富时罗素|氢能源|MSCI中国|深股通|一带一路|融资融券|风能|西部大开发|深成500|HS300_|AH股|新能源	BK1710|BK1663|BK1661|BK1024|BK1003|BK0989|BK0963|BK0918|BK0879|BK0867|BK0864|BK0821|BK0804|BK0712|BK0596|BK0595|BK0590|BK0568|BK0500|BK0499|BK0493	2026-06-20 11:26:42
sz002203	海亮股份	sz_main	深证主板	铜|工业金属|有色金属	BK1615|BK1287|BK0478	中盘股|电池技术|昨日高振幅|复合集流体|固态电池|标准普尔|富时罗素|深股通|中证500|小金属概念|融资融券|长江三角|深成500|参股银行	BK1664|BK1648|BK1633|BK1113|BK0968|BK0879|BK0867|BK0804|BK0701|BK0695|BK0596|BK0594|BK0568|BK0525	2026-06-20 11:26:42
sz002204	大连重工	sz_main	深证主板	能源及重型设备|机械设备|专用设备	BK1403|BK1205|BK0910	小盘价值|小盘股|机器人概念|工程机械概念|商业航天|标准普尔|富时罗素|东北振兴|深股通|无人驾驶|一带一路|央国企改革|海洋经济|海工装备|融资融券|风能|核能核电|军工	BK1668|BK1643|BK1090|BK0991|BK0963|BK0879|BK0867|BK0838|BK0804|BK0802|BK0712|BK0683|BK0623|BK0601|BK0596|BK0595|BK0577|BK0490	2026-06-20 11:26:42
sz002205	国统股份	sz_main	深证主板	水泥制品|建筑材料|水泥	BK1463|BK1208|BK0424	破增发价股|反内卷概念|微盘股|地下管网|装配建筑|雄安新区|PPP模式|一带一路|央国企改革|水利建设|风能|西部大开发	BK1673|BK1197|BK1158|BK1058|BK0945|BK0813|BK0721|BK0712|BK0683|BK0597|BK0595|BK0590	2026-06-20 11:26:42
sz002206	海 利 得	sz_main	深证主板	涤纶|基础化工|化学纤维	BK1413|BK1206|BK0471	PEEK材料概念|新能源车|贬值受益|深股通|一带一路|海洋经济|海工装备|融资融券|长江三角|新材料|创投|新能源	BK1156|BK0900|BK0812|BK0804|BK0712|BK0623|BK0601|BK0596|BK0594|BK0523|BK0506|BK0493	2026-06-20 11:26:42
sz002207	*ST准油	sz_main	深证主板	油田服务|油服工程|石油石化	BK1573|BK1275|BK0464	油气资源|最近多板|资源开采概念|一带一路|央国企改革|油气设服|西部大开发|机构重仓|QFII重仓|ST股	BK1649|BK1638|BK1017|BK0712|BK0683|BK0606|BK0590|BK0552|BK0535|BK0511	2026-06-20 11:26:42
sz002208	合肥城建	sz_main	深证主板	住宅开发|房地产|房地产开发	BK1346|BK1202|BK0451	昨日高振幅|装配建筑|独角兽|深股通|央国企改革	BK1633|BK0945|BK0835|BK0804|BK0683	2026-06-20 11:26:42
sz002209	达 意 隆	sz_main	深证主板	印刷包装机械|机械设备|专用设备	BK1406|BK1205|BK0910	2025年报预增|微盘股|机器人概念|机构重仓|QFII重仓	BK1677|BK1158|BK1090|BK0552|BK0535	2026-06-20 11:26:42
sz002210	飞马国际	sz_main	深证主板	固废治理|环境治理|环保	BK1389|BK1235|BK0728	统一大市场|低价股|绿色电力|快递概念|深股通|电商概念|融资融券|物联网|深圳特区|节能环保	BK1077|BK1053|BK1024|BK0990|BK0804|BK0665|BK0596|BK0554|BK0549|BK0494	2026-06-20 11:26:42
sz002211	ST宏达	sz_main	深证主板	有机硅|基础化工|化学制品	BK1431|BK1206|BK0538	破发股|长江三角|QFII重仓|ST股	BK1672|BK0594|BK0535|BK0511	2026-06-20 11:26:42
sz002212	天融信	sz_main	深证主板	横向通用软件|计算机|软件开发	BK1448|BK1207|BK0737	破增发价股|电网概念|AI应用|腾讯云|DeepSeek概念|低空经济|算力概念|破净股|信创|跨境支付|智慧灯杆|数字经济|数据安全|华为昇腾|商业航天|鸿蒙概念|卫星互联网|车联网(车路云)|VPN|数字货币|标准普尔|富时罗素|华为概念|区块链|AI智能体|深股通|人工智能|一带一路|量子科技|无人机|网络安全|智慧城市|融资融券|智能电网|物联网	BK1673|BK1647|BK1629|BK1189|BK1188|BK1166|BK1134|BK1112|BK1104|BK1071|BK1069|BK1061|BK1047|BK0995|BK0963|BK0953|BK0921|BK0920|BK0885|BK0883|BK0879|BK0867|BK0854|BK0830|BK0809|BK0804|BK0800|BK0712|BK0710|BK0704|BK0655|BK0628|BK0596|BK0581|BK0554	2026-06-20 11:26:42
sz002213	大为股份	sz_main	深证主板	数字芯片设计|电子|半导体	BK1331|BK1201|BK1036	电池技术|昨日高振幅|昨日高换手|锂矿概念|存储芯片|信创|半导体概念|新能源车|胎压监测|国产芯片|PCB|锂电池概念|深圳特区	BK1648|BK1633|BK1632|BK1173|BK1137|BK1104|BK0917|BK0900|BK0898|BK0891|BK0877|BK0574|BK0549	2026-06-20 11:26:42
sz002214	*ST大立	sz_main	深证主板	军工电子Ⅲ|军工电子Ⅱ|国防军工	BK1386|BK1233|BK1204	破增发价股|最近多板|机器人概念|专精特新|传感器|国产芯片|富时罗素|军民融合|无人驾驶|人工智能|无人机|安防概念|长江三角|物联网|ST股|军工	BK1673|BK1638|BK1090|BK1005|BK0905|BK0891|BK0867|BK0808|BK0802|BK0800|BK0704|BK0667|BK0594|BK0554|BK0511|BK0490	2026-06-20 11:26:42
sz002215	诺 普 信	sz_main	深证主板	农药|基础化工|农化制品	BK1436|BK1206|BK0731	小盘价值|小盘股|海南自贸|草甘膦|北交所概念|农业种植|标准普尔|乡村振兴|深股通|农药兽药|生态农业|电商概念|土地流转|融资融券|股权激励|机构重仓|深圳特区	BK1668|BK1643|BK1193|BK0950|BK0925|BK0888|BK0879|BK0834|BK0804|BK0730|BK0669|BK0665|BK0632|BK0596|BK0567|BK0552|BK0549	2026-06-20 11:26:42
sz002216	三全食品	sz_main	深证主板	预加工食品|食品加工|食品饮料	BK1581|BK1280|BK0438	味蕾经济|预制菜概念|富时罗素|超级品牌|深股通|电商概念|融资融券	BK1653|BK1025|BK0867|BK0811|BK0804|BK0665|BK0596	2026-06-20 11:26:42
sz002217	合力泰	sz_main	深证主板	面板|电子|光学光电子	BK1335|BK1201|BK1038	2025年报预减|小盘价值|小盘股|微利股|最近多板|昨日高振幅|算力概念|电子纸概念|低价股|MiniLED|新能源车|标准普尔|ETC|富时罗素|OLED|深股通|央国企改革|机构重仓	BK1678|BK1668|BK1643|BK1642|BK1638|BK1633|BK1134|BK1057|BK1053|BK0902|BK0900|BK0879|BK0875|BK0867|BK0840|BK0804|BK0683|BK0552	2026-06-20 11:26:42
sz002218	拓日新能	sz_main	深证主板	光伏发电|电力|公用事业	BK1375|BK0428|BK0427	破增发价股|反内卷概念|钙钛矿电池|绿色电力|储能概念|深股通|融资融券|光伏概念|核能核电|深圳特区|新能源	BK1673|BK1197|BK1094|BK1024|BK0989|BK0804|BK0596|BK0588|BK0577|BK0549|BK0493	2026-06-20 11:26:42
sz002219	新里程	sz_main	深证主板	医院|医药生物|医疗服务	BK1601|BK1216|BK0727	创新医疗服务|特色药|昨日高振幅|AI应用|DeepSeek概念|AI制药（医疗）|低价股|互联医疗|深股通|人工智能|独家药品|婴童概念|养老概念|中药概念|融资融券|西部大开发|机构重仓	BK1658|BK1656|BK1633|BK1629|BK1188|BK1170|BK1053|BK0837|BK0804|BK0800|BK0676|BK0664|BK0653|BK0615|BK0596|BK0590|BK0552	2026-06-20 11:26:42
sz002220	天宝退	sz_main	深证主板					2026-06-20 11:26:42
sz002221	东华能源	sz_main	深证主板	其他石化|炼化及贸易|石油石化	BK1570|BK1274|BK0464	破增发价股|油气资源|小盘股|碳纤维|破净股|内贸流通|氢能源|深股通|页岩气|融资融券|长江三角|新能源	BK1673|BK1649|BK1643|BK1171|BK1112|BK1001|BK0864|BK0804|BK0603|BK0596|BK0594|BK0493	2026-06-20 11:26:42
sz002222	福晶科技	sz_main	深证主板	光学元件|电子|光学光电子	BK1334|BK1201|BK1038	中盘成长|中盘股|光纤概念|昨日高振幅|百元股|激光雷达|被动元件概念|超清视频|华为概念|深股通|无人驾驶|增强现实|虚拟现实|量子科技|央国企改革|融资融券|LED概念|深成500	BK1669|BK1664|BK1660|BK1633|BK1059|BK1002|BK0976|BK0859|BK0854|BK0804|BK0802|BK0801|BK0722|BK0710|BK0683|BK0596|BK0580|BK0568	2026-06-20 11:26:42
