date,equity,cash,position_value,shares
2025-06-18,100000.0,100000.0,0.0,0
2025-06-19,100000.0,100000.0,0.0,0
2025-06-20,97414.96,14142.96,83272.0,700
2025-06-23,98289.96,14142.96,84147.0,700
2025-06-24,100879.96,14142.96,86737.0,700
2025-06-25,101947.97,14097.97,87850.0,700
2025-06-26,100327.9,14052.9,86275.0,700
2025-06-27,102490.9,14052.9,88438.0,700
2025-06-30,102577.69,14006.69,88571.0,700
2025-07-01,100820.69,14006.69,86814.0,700
2025-07-02,98692.69,14006.69,84686.0,700
2025-07-03,97810.69,14006.69,83804.0,700
2025-07-04,97201.69,14006.69,83195.0,700
2025-07-07,97221.9,97221.9,0.0,0
2025-07-08,97221.9,97221.9,0.0,0
2025-07-09,96184.27,12555.27,83629.0,700
2025-07-10,95197.27,12555.27,82642.0,700
2025-07-11,95015.13,95015.13,0.0,0
2025-07-14,95015.13,95015.13,0.0,0
2025-07-15,95015.13,95015.13,0.0,0
2025-07-16,95015.13,95015.13,0.0,0
2025-07-17,95015.13,95015.13,0.0,0
2025-07-18,95015.13,95015.13,0.0,0
2025-07-21,95015.13,95015.13,0.0,0
2025-07-22,95015.13,95015.13,0.0,0
2025-07-23,95015.13,95015.13,0.0,0
2025-07-24,95015.13,95015.13,0.0,0
2025-07-25,95015.13,95015.13,0.0,0
2025-07-28,95015.13,95015.13,0.0,0
2025-07-29,95015.13,95015.13,0.0,0
2025-07-30,95015.13,95015.13,0.0,0
2025-07-31,95076.48,10285.48,84791.0,700
2025-08-01,92402.48,10285.48,82117.0,700
2025-08-04,91626.29,91626.29,0.0,0
2025-08-05,91626.29,91626.29,0.0,0
2025-08-06,91626.29,91626.29,0.0,0
2025-08-07,91626.29,91626.29,0.0,0
2025-08-08,91626.29,91626.29,0.0,0
2025-08-11,91626.29,91626.29,0.0,0
2025-08-12,91626.29,91626.29,0.0,0
2025-08-13,92275.77,7253.77,85022.0,700
2025-08-14,91960.77,7253.77,84707.0,700
2025-08-15,93283.77,7253.77,86030.0,700
2025-08-18,95243.77,7253.77,87990.0,700
2025-08-19,93535.77,7253.77,86282.0,700
2025-08-20,96160.77,7253.77,88907.0,700
2025-08-21,103218.22,7206.22,96012.0,700
2025-08-22,112773.58,7157.58,105616.0,700
2025-08-25,117560.34,7100.34,110460.0,700
2025-08-26,115123.53,7043.53,108080.0,700
2025-08-27,118084.53,7043.53,111041.0,700
2025-08-28,122100.58,6985.58,115115.0,700
2025-08-29,118213.33,6927.33,111286.0,700
2025-09-01,129343.33,6927.33,122416.0,700
2025-09-02,130062.79,6862.79,123200.0,700
2025-09-03,126562.34,6799.34,119763.0,700
2025-09-04,114585.34,6799.34,107786.0,700
2025-09-05,111710.1,111710.1,0.0,0
2025-09-08,112816.09,14518.09,98298.0,600
2025-09-09,108808.09,14518.09,94290.0,600
2025-09-10,111292.09,14518.09,96774.0,600
2025-09-11,120970.09,14518.09,106452.0,600
2025-09-12,128579.3,14453.3,114126.0,600
2025-09-15,128947.64,14383.64,114564.0,600
2025-09-16,127811.6,14315.6,113496.0,600
2025-09-17,126275.6,14315.6,111960.0,600
2025-09-18,128843.6,14315.6,114528.0,600
2025-09-19,125435.6,14315.6,111120.0,600
2025-09-22,131321.6,14315.6,117006.0,600
2025-09-23,130687.04,14245.04,116442.0,600
2025-09-24,134054.99,14174.99,119880.0,600
2025-09-25,132549.35,14103.35,118446.0,600
