date,equity,cash,position_value,shares
2025-06-18,100000.0,100000.0,0.0,0
2025-06-19,100000.0,100000.0,0.0,0
2025-06-20,100000.0,100000.0,0.0,0
2025-06-23,100000.0,100000.0,0.0,0
2025-06-24,100000.0,100000.0,0.0,0
2025-06-25,100000.0,100000.0,0.0,0
2025-06-26,100000.0,100000.0,0.0,0
2025-06-27,100000.0,100000.0,0.0,0
2025-06-30,100000.0,100000.0,0.0,0
2025-07-01,100000.0,100000.0,0.0,0
2025-07-02,100000.0,100000.0,0.0,0
2025-07-03,100000.0,100000.0,0.0,0
2025-07-04,101609.11,34579.11,67030.0,200
2025-07-07,101115.11,34579.11,66536.0,200
2025-07-08,101373.11,34579.11,66794.0,200
2025-07-09,100809.11,34579.11,66230.0,200
2025-07-10,100545.11,34579.11,65966.0,200
2025-07-11,100745.11,34579.11,66166.0,200
2025-07-14,99417.11,34579.11,64838.0,200
2025-07-15,99243.11,34579.11,64664.0,200
2025-07-16,98751.11,34579.11,64172.0,200
2025-07-17,98299.11,34579.11,63720.0,200
2025-07-18,99617.11,34579.11,65038.0,200
2025-07-21,98589.11,34579.11,64010.0,200
2025-07-22,99007.11,34579.11,64428.0,200
2025-07-23,100879.11,34579.11,66300.0,200
2025-07-24,102309.11,34579.11,67730.0,200
2025-07-25,102971.11,34579.11,68392.0,200
2025-07-28,103309.11,34579.11,68730.0,200
2025-07-29,103537.11,34579.11,68958.0,200
2025-07-30,104419.11,34579.11,69840.0,200
2025-07-31,101619.11,34579.11,67040.0,200
2025-08-01,100539.11,34579.11,65960.0,200
2025-08-04,100231.11,34579.11,65652.0,200
2025-08-05,100279.11,34579.11,65700.0,200
2025-08-06,100895.11,34579.11,66316.0,200
2025-08-07,101153.11,34579.11,66574.0,200
2025-08-08,100397.11,34579.11,65818.0,200
2025-08-11,99919.11,34579.11,65340.0,200
2025-08-12,101029.11,34579.11,66450.0,200
2025-08-13,100841.11,34579.11,66262.0,200
2025-08-14,102911.11,34579.11,68332.0,200
2025-08-15,102985.11,34579.11,68406.0,200
2025-08-18,104023.11,34579.11,69444.0,200
2025-08-19,102571.11,34579.11,67992.0,200
2025-08-20,104677.11,34579.11,70098.0,200
2025-08-21,106775.11,34579.11,72196.0,200
2025-08-22,106677.78,106677.78,0.0,0
2025-08-25,106677.78,106677.78,0.0,0
2025-08-26,106677.78,106677.78,0.0,0
2025-08-27,106677.78,106677.78,0.0,0
2025-08-28,106677.78,106677.78,0.0,0
2025-08-29,106677.78,106677.78,0.0,0
2025-09-01,106677.78,106677.78,0.0,0
2025-09-02,106677.78,106677.78,0.0,0
2025-09-03,106677.78,106677.78,0.0,0
2025-09-04,106677.78,106677.78,0.0,0
2025-09-05,106677.78,106677.78,0.0,0
2025-09-08,106677.78,106677.78,0.0,0
2025-09-09,106677.78,106677.78,0.0,0
2025-09-10,106677.78,106677.78,0.0,0
2025-09-11,106677.78,106677.78,0.0,0
2025-09-12,106677.78,106677.78,0.0,0
2025-09-15,106677.78,106677.78,0.0,0
2025-09-16,106677.78,106677.78,0.0,0
2025-09-17,106677.78,106677.78,0.0,0
2025-09-18,106677.78,106677.78,0.0,0
2025-09-19,106677.78,106677.78,0.0,0
2025-09-22,106677.78,106677.78,0.0,0
2025-09-23,106677.78,106677.78,0.0,0
2025-09-24,106677.78,106677.78,0.0,0
2025-09-25,106677.78,106677.78,0.0,0
