date,side,code,name,strategy,price,raw_open,shares,gross_amount,commission,stamp_tax,slippage_cost,total_cost,cash_after,pnl,pnl_pct,reason
2025-11-12,BUY,sz000977,浪潮信息,CrossBorderDca,60.056,60.05,1500,90084.01,22.52,0.0,9.01,31.53,9893.47,0.0,0.0,跨境定投：现价 ¥60.150 < MA60×0.95（¥62.177），RSI=34.0，量比=0.99
2025-12-25,SELL,sz000977,浪潮信息,CrossBorderDca,66.4734,66.48,1500,99710.03,24.93,49.86,9.97,84.75,109528.72,9528.72,10.57,达到 +10% 止盈（当前 +10.7%）
2026-02-05,BUY,sz000977,浪潮信息,CrossBorderDca,59.2059,59.2,1700,100650.06,25.16,0.0,10.06,35.23,8853.49,0.0,0.0,跨境定投：现价 ¥59.900 < MA60×0.95（¥60.459），RSI=23.0，量比=0.94
2026-02-24,SELL,sz000977,浪潮信息,CrossBorderDca,65.8934,65.9,1700,112018.8,28.0,56.01,11.2,95.22,120788.27,11259.56,11.18,达到 +10% 止盈（当前 +10.3%）
2026-06-08,BUY,sz000977,浪潮信息,CrossBorderDca,60.006,60.0,1900,114011.4,28.5,0.0,11.4,39.9,6748.37,0.0,0.0,跨境定投：现价 ¥62.140 < MA60×0.95（¥62.803），RSI=31.6，量比=0.81
2026-06-18,SELL,sz000977,浪潮信息,CrossBorderDca,65.6534,65.66,1900,124741.52,31.19,62.37,12.48,106.03,131396.34,10608.07,9.3,回测结束强平
