date,side,code,name,strategy,price,raw_open,shares,gross_amount,commission,stamp_tax,slippage_cost,total_cost,cash_after,pnl,pnl_pct,reason
2025-06-23,BUY,sh603019,中科曙光,GridMartingale,66.3166,66.31,100,6631.66,5.0,0.0,0.66,5.66,93363.34,0.0,0.0,网格买入：现价 ¥66.900 位于 20 日区间 ¥61.900-¥73.110 的 45% 位置
2025-06-24,BUY,sh603019,中科曙光,GridMartingale,66.8767,66.87,100,6687.67,5.0,0.0,0.67,5.67,86670.67,0.0,0.0,网格买入：现价 ¥66.640 位于 20 日区间 ¥61.900-¥73.110 的 42% 位置
2025-06-27,SELL,sh603019,中科曙光,GridMartingale,71.4629,71.47,100,7146.29,5.0,3.57,0.71,9.29,93808.38,501.05,7.55,网格上沿止盈：现价位于区间 80% 位置，浮盈 +6.4%
2025-07-09,BUY,sh603019,中科曙光,GridMartingale,69.4369,69.43,100,6943.69,5.0,0.0,0.69,5.69,86859.69,0.0,0.0,网格买入：现价 ¥69.030 位于 20 日区间 ¥66.150-¥73.110 的 41% 位置
2025-07-10,BUY,sh603019,中科曙光,GridMartingale,68.4768,68.47,100,6847.68,5.0,0.0,0.68,5.68,80007.0,0.0,0.0,网格买入：现价 ¥68.430 位于 20 日区间 ¥66.150-¥73.110 的 33% 位置
2025-07-11,BUY,sh603019,中科曙光,GridMartingale,67.9868,67.98,100,6798.68,5.0,0.0,0.68,5.68,73203.32,0.0,0.0,网格买入：现价 ¥67.980 位于 20 日区间 ¥66.150-¥72.880 的 27% 位置
2025-07-14,BUY,sh603019,中科曙光,GridMartingale,68.9969,68.99,100,6899.69,5.0,0.0,0.69,5.69,66298.63,0.0,0.0,网格买入：现价 ¥68.810 位于 20 日区间 ¥66.150-¥72.880 的 40% 位置
2025-07-30,SELL,sh603019,中科曙光,GridMartingale,70.083,70.09,200,14016.6,5.0,7.01,1.4,13.41,80303.22,363.23,2.66,网格上沿止盈：现价位于区间 89% 位置，浮盈 +2.8%
2025-07-31,BUY,sh603019,中科曙光,GridMartingale,69.0869,69.08,100,6908.69,5.0,0.0,0.69,5.69,73389.53,0.0,0.0,网格买入：现价 ¥69.060 位于 20 日区间 ¥67.910-¥70.660 的 42% 位置
2025-08-01,BUY,sh603019,中科曙光,GridMartingale,69.0669,69.06,100,6906.69,5.0,0.0,0.69,5.69,66477.84,0.0,0.0,网格买入：现价 ¥68.960 位于 20 日区间 ¥67.910-¥70.660 的 38% 位置
