date,equity,cash,position_value,shares
2025-06-18,100000.0,100000.0,0.0,0
2025-06-19,99890.27,92694.27,7196.0,200
2025-06-20,99755.24,92679.24,7076.0,200
2025-06-23,99646.06,99646.06,0.0,0
2025-06-24,99814.34,92458.34,7356.0,200
2025-06-25,99806.93,99806.93,0.0,0
2025-06-26,99374.11,6024.11,93350.0,2500
2025-06-27,99749.11,6024.11,93725.0,2500
2025-06-30,99744.39,99744.39,0.0,0
2025-07-01,99744.39,99744.39,0.0,0
2025-07-02,99744.39,99744.39,0.0,0
2025-07-03,99868.67,92538.67,7330.0,200
2025-07-04,99861.27,99861.27,0.0,0
2025-07-07,99861.27,99861.27,0.0,0
2025-07-08,100019.55,92645.55,7374.0,200
2025-07-09,100014.12,100014.12,0.0,0
2025-07-10,100014.12,100014.12,0.0,0
2025-07-11,100014.12,100014.12,0.0,0
2025-07-14,99281.4,6481.4,92800.0,2500
2025-07-15,102381.4,6481.4,95900.0,2500
2025-07-16,102500.41,6425.41,96075.0,2500
2025-07-17,104720.38,6370.38,98350.0,2500
2025-07-18,103938.96,6313.96,97625.0,2500
2025-07-21,103383.3,52930.3,50453.0,1300
2025-07-22,102642.3,52930.3,49712.0,1300
2025-07-23,102655.3,52930.3,49725.0,1300
2025-07-24,103136.3,52930.3,50206.0,1300
2025-07-25,104618.3,52930.3,51688.0,1300
2025-07-28,102415.02,7807.02,94608.0,2400
2025-07-29,102535.02,7807.02,94728.0,2400
2025-07-30,100447.02,7807.02,92640.0,2400
2025-07-31,107167.02,7807.02,99360.0,2400
2025-08-01,104587.87,7747.87,96840.0,2400
2025-08-04,104035.87,7747.87,96288.0,2400
2025-08-05,103243.87,7747.87,95496.0,2400
2025-08-06,106195.87,7747.87,98448.0,2400
2025-08-07,105979.87,7747.87,98232.0,2400
2025-08-08,102955.87,7747.87,95208.0,2400
2025-08-11,104803.87,7747.87,97056.0,2400
2025-08-12,105763.87,7747.87,98016.0,2400
2025-08-13,107299.87,7747.87,99552.0,2400
2025-08-14,107288.13,7688.13,99600.0,2400
2025-08-15,108788.94,7628.94,101160.0,2400
