date,side,code,name,strategy,price,raw_open,shares,gross_amount,commission,stamp_tax,slippage_cost,total_cost,cash_after,pnl,pnl_pct,reason
2025-07-16,BUY,sh600460,士兰微,ChanLun2B,25.3225,25.32,3700,93693.37,23.42,0.0,9.37,32.79,6283.21,0.0,0.0,缠论二买优化版：3日前底分型 + 突破 ¥25.14 + 多头 MA5(24.98)>MA10(24.80)>MA20(24.60) + MA60↑ + 量比 3.30 + RSI 59.1
2025-08-25,SELL,sh600460,士兰微,ChanLun2B,30.347,30.35,3700,112283.77,28.07,56.14,11.23,95.44,118482.77,18482.77,19.72,达到 +15% 止盈（当前 +16.0%）
2025-08-25,BUY,sh600460,士兰微,ChanLun2B,30.353,30.35,3700,112306.23,28.08,0.0,11.23,39.31,6148.46,0.0,0.0,缠论二买优化版：3日前底分型 + 突破 ¥28.25 + 多头 MA5(28.19)>MA10(27.67)>MA20(27.00) + MA60↑ + 量比 1.74 + RSI 75.0
2025-10-20,SELL,sh600460,士兰微,ChanLun2B,32.9267,32.93,3700,121828.82,30.46,60.91,12.18,103.56,127885.9,9403.14,8.37,跌破 MA20×0.97（¥30.21），多头排列破坏
2026-01-28,BUY,sh600460,士兰微,ChanLun2B,31.8832,31.88,3800,121156.11,30.29,0.0,12.11,42.4,6699.5,0.0,0.0,缠论二买优化版：5日前底分型 + 突破 ¥31.57 + 多头 MA5(31.41)>MA10(30.72)>MA20(29.86) + MA60↑ + 量比 1.48 + RSI 65.7
2026-03-04,SELL,sh600460,士兰微,ChanLun2B,28.2972,28.3,3800,107529.25,26.88,53.76,10.75,91.4,114148.1,-13737.8,-11.34,触发 -7% 止损（当前 -9.9%）
2026-05-26,BUY,sh600460,士兰微,ChanLun2B,33.9734,33.97,3100,105317.53,26.33,0.0,10.53,36.86,8804.24,0.0,0.0,缠论二买优化版：5日前底分型 + 突破 ¥32.98 + 多头 MA5(32.45)>MA10(31.73)>MA20(30.29) + MA60↑ + 量比 1.49 + RSI 75.0
2026-06-15,SELL,sh600460,士兰微,ChanLun2B,32.9067,32.91,3100,102010.8,25.5,51.01,10.2,86.71,110738.53,-3409.57,-3.24,跌破 MA20×0.97（¥32.56），多头排列破坏
