date,side,code,name,strategy,price,raw_open,shares,gross_amount,commission,stamp_tax,slippage_cost,total_cost,cash_after,pnl,pnl_pct,reason
2025-06-19,BUY,sh600460,士兰微,ScenarioRouter,23.9024,23.9,400,9560.96,5.0,0.0,0.96,5.96,90434.04,0.0,0.0,网格买入：现价 ¥23.990 位于 20 日区间 ¥23.480-¥25.580 的 24% 位置
2025-06-20,SELL,sh600460,士兰微,ScenarioRouter,23.7276,23.73,400,9491.05,5.0,4.75,0.95,10.69,99915.35,-84.65,-0.88,20日动量转负（-2.57%），趋势走坏
2025-06-20,BUY,sh600460,士兰微,ScenarioRouter,23.7324,23.73,400,9492.95,5.0,0.0,0.95,5.95,90417.4,0.0,0.0,网格买入：现价 ¥23.880 位于 20 日区间 ¥23.480-¥25.580 的 19% 位置
2025-06-23,SELL,sh600460,士兰微,ScenarioRouter,23.3677,23.37,400,9347.07,5.0,4.67,0.93,10.61,99754.79,-160.56,-1.69,20日动量转负（-5.56%），趋势走坏
2025-06-23,BUY,sh600460,士兰微,ScenarioRouter,23.3723,23.37,400,9348.93,5.0,0.0,0.93,5.93,90400.86,0.0,0.0,网格买入：现价 ¥23.600 位于 20 日区间 ¥23.480-¥25.580 的 6% 位置
2025-06-24,SELL,sh600460,士兰微,ScenarioRouter,24.0776,24.08,400,9631.04,5.0,4.82,0.96,10.78,100022.08,267.29,2.86,20日动量转负（-1.52%），趋势走坏
2025-06-24,BUY,sh600460,士兰微,ScenarioRouter,24.0824,24.08,400,9632.96,5.0,0.0,0.96,5.96,90384.12,0.0,0.0,网格买入：现价 ¥24.030 位于 20 日区间 ¥23.480-¥25.180 的 32% 位置
2025-06-25,SELL,sh600460,士兰微,ScenarioRouter,24.4576,24.46,200,4891.51,5.0,2.45,0.49,7.93,95268.18,65.08,1.35,网格上沿止盈：现价位于区间 85% 位置，浮盈 +1.5%
2025-06-26,SELL,sh600460,士兰微,ScenarioRouter,24.8575,24.86,100,2485.75,5.0,1.24,0.25,6.49,97747.69,70.02,2.91,网格上沿止盈：现价位于区间 125% 位置，浮盈 +3.1%
2025-06-26,BUY,sh600460,士兰微,ScenarioRouter,24.8625,24.86,3700,91991.2,23.0,0.0,9.2,32.2,5733.49,0.0,0.0,红利低波轮动：20日动量 +3.41%，量比 1.91，现价 > MA20×0.98（¥23.569）
2025-07-02,SELL,sh600460,士兰微,ScenarioRouter,24.7975,24.8,1900,47115.29,11.78,23.56,4.71,40.05,52813.44,-93.2,-0.2,网格上沿止盈：现价位于区间 95% 位置，浮盈 +0.4%
2025-07-02,BUY,sh600460,士兰微,ScenarioRouter,24.8025,24.8,1900,47124.71,11.78,0.0,4.71,16.49,5676.95,0.0,0.0,红利低波轮动：20日动量 +4.52%，量比 1.23，现价 > MA20×0.98（¥23.724）
2025-07-08,SELL,sh600460,士兰微,ScenarioRouter,24.3976,24.4,3800,92710.73,23.18,46.36,9.27,78.81,98318.15,-1745.83,-1.85,20日动量转负（-0.29%），趋势走坏
2025-07-09,BUY,sh600460,士兰微,ScenarioRouter,24.8425,24.84,3700,91917.19,22.98,0.0,9.19,32.17,6377.98,0.0,0.0,红利低波轮动：20日动量 +3.85%，量比 1.15，现价 > MA20×0.98（¥23.830）
2025-07-11,SELL,sh600460,士兰微,ScenarioRouter,24.9775,24.98,1800,44959.5,11.24,22.48,4.5,38.22,51303.76,198.13,0.44,网格上沿止盈：现价位于区间 82% 位置，浮盈 +0.3%
2025-07-11,BUY,sh600460,士兰微,ScenarioRouter,24.9825,24.98,1800,44968.5,11.24,0.0,4.5,15.74,6324.02,0.0,0.0,红利低波轮动：20日动量 +4.70%，量比 1.06，现价 > MA20×0.98（¥23.915）
2025-07-14,SELL,sh600460,士兰微,ScenarioRouter,25.0375,25.04,1800,45067.49,11.27,22.53,4.51,38.31,51357.71,306.04,0.68,网格上沿止盈：现价位于区间 87% 位置，浮盈 +0.4%
2025-07-14,BUY,sh600460,士兰微,ScenarioRouter,25.0425,25.04,1800,45076.51,11.27,0.0,4.51,15.78,6269.94,0.0,0.0,多因子综合 +0.52（8 因子）| Top3: M1 momentum 20d +0.11 / T2 ma alignment +0.10 / T3 breakout 60d +0.10
2025-07-16,SELL,sh600460,士兰微,ScenarioRouter,25.3175,25.32,1800,45571.44,11.39,22.79,4.56,38.74,51807.2,571.53,1.27,网格上沿止盈：现价位于区间 101% 位置，浮盈 +1.1%
2025-07-16,BUY,sh600460,士兰微,ScenarioRouter,25.3225,25.32,1800,45580.56,11.4,0.0,4.56,15.95,6215.25,0.0,0.0,多因子综合 +0.68（8 因子）| Top3: vol price sync +0.13 / M1 momentum 20d +0.12 / vol ratio +0.12
2025-07-17,SELL,sh600460,士兰微,ScenarioRouter,25.1075,25.11,1800,45193.48,11.3,22.6,4.52,38.41,51374.83,77.81,0.17,网格上沿止盈：现价位于区间 78% 位置，浮盈 +0.1%
2025-07-17,BUY,sh600460,士兰微,ScenarioRouter,25.1125,25.11,1800,45202.52,11.3,0.0,4.52,15.82,6161.01,0.0,0.0,红利低波轮动：20日动量 +5.13%，量比 1.51，现价 > MA20×0.98（¥24.166）
2025-07-18,SELL,sh600460,士兰微,ScenarioRouter,25.5274,25.53,1800,45949.4,11.49,22.97,4.6,39.06,52075.96,351.0,0.77,网格上沿止盈：现价位于区间 84% 位置，浮盈 +1.1%
2025-07-18,BUY,sh600460,士兰微,ScenarioRouter,25.5326,25.53,1800,45958.6,11.49,0.0,4.6,16.09,6105.87,0.0,0.0,红利低波轮动：20日动量 +6.78%，量比 1.06，现价 > MA20×0.98（¥24.246）
