date,equity,cash,position_value,shares
2025-06-18,100000.0,100000.0,0.0,0
2025-06-19,100000.0,100000.0,0.0,0
2025-06-20,100000.0,100000.0,0.0,0
2025-06-23,100000.0,100000.0,0.0,0
2025-06-24,100000.0,100000.0,0.0,0
2025-06-25,100000.0,100000.0,0.0,0
2025-06-26,98974.44,9808.44,89166.0,1400
2025-06-27,99226.44,9808.44,89418.0,1400
2025-06-30,99472.17,99472.17,0.0,0
2025-07-01,99328.02,7600.02,91728.0,1400
2025-07-02,98474.02,7600.02,90874.0,1400
2025-07-03,98292.02,7600.02,90692.0,1400
2025-07-04,98312.86,98312.86,0.0,0
2025-07-07,98312.86,98312.86,0.0,0
2025-07-08,98312.86,98312.86,0.0,0
2025-07-09,98224.89,6958.89,91266.0,1400
2025-07-10,99106.89,6958.89,92148.0,1400
2025-07-11,99512.89,6958.89,92554.0,1400
2025-07-14,100226.89,6958.89,93268.0,1400
2025-07-15,99484.89,6958.89,92526.0,1400
2025-07-16,99876.89,6958.89,92918.0,1400
2025-07-17,102018.89,6958.89,95060.0,1400
2025-07-18,101668.89,6958.89,94710.0,1400
2025-07-21,101556.89,6958.89,94598.0,1400
2025-07-22,101122.89,6958.89,94164.0,1400
2025-07-23,101318.89,6958.89,94360.0,1400
2025-07-24,102130.89,6958.89,95172.0,1400
2025-07-25,102844.89,6958.89,95886.0,1400
2025-07-28,102830.89,6958.89,95872.0,1400
2025-07-29,109438.89,6958.89,102480.0,1400
2025-07-30,107048.24,6836.24,100212.0,1400
2025-07-31,104192.24,6836.24,97356.0,1400
2025-08-01,107804.24,6836.24,100968.0,1400
2025-08-04,110408.24,6836.24,103572.0,1400
2025-08-05,110408.24,6836.24,103572.0,1400
2025-08-06,114496.24,6836.24,107660.0,1400
2025-08-07,114216.24,6836.24,107380.0,1400
2025-08-08,113516.24,6836.24,106680.0,1400
2025-08-11,111934.24,6836.24,105098.0,1400
2025-08-12,111262.24,6836.24,104426.0,1400
2025-08-13,112186.24,6836.24,105350.0,1400
2025-08-14,109834.24,6836.24,102998.0,1400
2025-08-15,115224.24,6836.24,108388.0,1400
2025-08-18,120012.24,6836.24,113176.0,1400
2025-08-19,121916.24,6836.24,115080.0,1400
2025-08-20,121302.42,6698.42,114604.0,1400
2025-08-21,119328.42,6698.42,112630.0,1400
2025-08-22,122450.42,6698.42,115752.0,1400
2025-08-25,121344.42,6698.42,114646.0,1400
2025-08-26,120280.42,6698.42,113582.0,1400
2025-08-27,121400.42,6698.42,114702.0,1400
2025-08-28,123626.42,6698.42,116928.0,1400
2025-08-29,120896.42,6698.42,114198.0,1400
2025-09-01,121792.42,6698.42,115094.0,1400
2025-09-02,115268.42,6698.42,108570.0,1400
2025-09-03,112888.42,6698.42,106190.0,1400
2025-09-04,113007.99,113007.99,0.0,0
2025-09-05,113007.99,113007.99,0.0,0
2025-09-08,113007.99,113007.99,0.0,0
2025-09-09,113007.99,113007.99,0.0,0
2025-09-10,113007.99,113007.99,0.0,0
2025-09-11,113007.99,113007.99,0.0,0
2025-09-12,113921.68,12092.68,101829.0,1300
2025-09-15,114324.68,12092.68,102232.0,1300
2025-09-16,113406.5,113406.5,0.0,0
2025-09-17,113406.5,113406.5,0.0,0
2025-09-18,113406.5,113406.5,0.0,0
2025-09-19,113406.5,113406.5,0.0,0
2025-09-22,113406.5,113406.5,0.0,0
2025-09-23,113406.5,113406.5,0.0,0
